name,description,dataset_id,project_id,files
Benin - Enquête Démographique et de Santé 2011-2012,"La Direction Technique de préparation et d’exécution de l’opération est la Direction des Études Démographiques (DED). L’EDSB-IV a visé un échantillon national de 18 000 ménages. Comme les deux précédentes, elle a pour objectifs à court et à long terme de :<br>• fournir au Gouvernement et aux partenaires des données de base actualisées sur la fécondité, la mortalité, la planification familiale, la santé de la reproduction et des analyses de qualité pour le suivi du plan décennal de Développement Sanitaire et Social ;<br>• recueillir des données à l’échelle nationale et départementale qui permettent de calculer des indicateurs démographiques, et particulièrement, les taux de fécondité et de mortalité infantojuvénile ;<br>• recueillir des données sur l’analphabétisme et le niveau d’instruction ;<br>• recueillir des données sur l’accès à l’eau et à des toilettes adéquates ;<br>• mesurer les taux de connaissances et de pratiques contraceptives par département et par milieu de résidence ;<br>• collecter des données sur la santé de la mère et de l’enfant, en particulier sur la vaccination, la prévalence et le traitement des maladies des enfants de moins de cinq ans, les visites prénatales, l’assistance à l’accouchement, les soins postnatals et l’allaitement au sein ;<br>• mesurer les connaissances, attitudes et pratiques vis-à-vis de l’excision ;<br>• mesurer l’état nutritionnel des femmes et des enfants de moins de cinq ans au moyen des mesures anthropométriques (poids et taille) ;<br>• estimer les prévalences de l’anémie, du paludisme et du VIH/sida au sein de la population par une prise de sang ;<br>• évaluer le niveau d’enregistrement des enfants à l’état civil et l’ampleur du travail des enfants ;<br>• déterminer la prévalence de l’hypertension artérielle chez les femmes et les hommes ;<br>• déterminer la prévalence et le traitement de la fistule obstétricale chez les femmes de 15-49 ans ;<br>• analyser les tendances des différents indicateurs calculés depuis la première EDS de 1996.<br><br>Enfin l’EDSB-IV faisant partie d’un programme international, ses résultats sont intégrés dans une base de données utilisable, au niveau mondial, par les organismes et les chercheurs qui s’intéressent aux problèmes de population et de santé.",0047514,,"[{""name"": ""Visit the Microdata Library to access data and documentation."", ""description"": null, ""url"": null}]"
Benin - Enquête Démographique et de Santé 2017-2018,"L’objectif principal de l’EDSB-V 2017-2018 est de produire des indicateurs démographiques et de santé à partir d’un échantillon national représentatif de femmes de 15-49 ans et d’hommes de 15-64 ans. En particulier au cours de l’EDSB-V, des données ont été collectées sur plusieurs indicateurs spécifiques au<br><br>Bénin tels que :<br>- le taux de fécondité et l’Indice Synthétique de Fécondité ;<br>- les taux de mortalité infantile et infanto-juvénile ;<br>- la fécondité et la mortalité infanto-juvénile ;<br>- l’utilisation des méthodes contraceptives par les femmes ;<br>- la santé maternelle, en particulier les soins prénatals et postnatals et les conditions d’accouchement ;<br>- la santé de l’enfant : vaccination, prévalence et traitement de la diarrhée, de la fièvre et des infections respiratoires chez les enfants de moins de cinq ans ;<br>- les pratiques nutritionnelles des enfants, y compris l’allaitement ;<br>- l’état nutritionnel des femmes et des enfants en mesurant leur poids et taille ;<br>- la prévalence de l’anémie chez les femmes et les enfants par le biais d’un test d’hémoglobine ;<br>- la teneur en iode du sel utilisé pour la cuisine dans les ménages ;<br>- la prévention et le traitement du paludisme, en particulier la possession et l’utilisation de moustiquaires ;<br>- la prévalence du paludisme chez les enfants de 6-59 mois par le biais d’un test rapide et de goutte épaisse au laboratoire ;<br>- la prévalence de l’hypertension chez les femmes de 30-49 ans et les hommes de 30-64 ans en mesurant leur pression artérielle ;<br>- la connaissance et les attitudes des femmes et des hommes au sujet des Infections Sexuellement Transmissibles (IST) et du sida ;<br>- les maladies non transmissibles chez les adultes ;<br>- la protection des enfants (travail, discipline, et développement) ;<br>- la violence basée sur le genre, y compris violence conjugale.<br><br>Plus précisément, les indicateurs de l’EDSB-V permettront aux responsables politiques, décideurs et gestionnaires de programme de faire une planification stratégique adéquate pour l’amélioration de l’état de la santé de la population.",0047505,,"[{""name"": ""Visit the Microdata Library to access data and documentation."", ""description"": null, ""url"": null}]"
Benin - Plan Foncier Rural Impact Evaluation 2018,"The PFR activities to be evaluated at end-line consists mainly of demarcation and registration of land parcels (under customary tenure) as Titre Foncier or an Attestation de Droit Coutumière. The impact evaluation aims to quantify and analyse impact of these interventions on productivity and food security disaggregated by target groups and gender. <br><br>The research questions to be answered after the endline data collection are:<br><br>1) Do PFRs (or ADCs) contribute to a perception of greater land tenure security?<br>2) Does improved tenure security lean to a growth in agricultural investment and/or changes to management of land?<br>3) Do PFRs improve access to land and rights over land among marginalised groups (women, youth and migrants)?<br>4) Do PFRs lead to an increased number of land transactions?<br>5) Does increased land security address existing constraints on land markets and lead to more efficient allocation of land resources and thereby an increase in productivity?<br>6) Do property rights and improved user rights result in better access to credit, possibly allowing for income diversification and thus increasing household welfare?<br>7) Do the new arrangements put in place during the implementation of the PFRs facilitate the resolution of land conflicts, or even prevent the emergence of these land conflicts?",0047503,,"[{""name"": ""Visit the Microdata Library to access data and documentation."", ""description"": null, ""url"": null}]"
Belarus - Population Census of the Republic of Belarus 1999 - IPUMS Subset,"IPUMS-International is an effort to inventory, preserve, harmonize, and disseminate census microdata from around the world. The project has collected the world's largest archive of publicly available census samples. The data are coded and documented consistently across countries and over time to facillitate comparative research. IPUMS-International makes these data available to qualified researchers free of charge through a web dissemination system.<br><br>The IPUMS project is a collaboration of the Minnesota Population Center, National Statistical Offices, and international data archives. Major funding is provided by the U.S. National Science Foundation and the Demographic and Behavioral Sciences Branch of the National Institute of Child Health and Human Development. Additional support is provided by the University of Minnesota Office of the Vice President for Research, the Minnesota Population Center, and Sun Microsystems.",0047491,,"[{""name"": ""Visit the Microdata Library to access data and documentation."", ""description"": null, ""url"": null}]"
Belarus - Multiple Indicator Cluster Survey 2012,"The Belarus Multiple Indicator Cluster Survey (MICS) of children and women was carried out in 2012 by the National Statistical Committee of the Republic of Belarus in cooperation with the main statistical departments of all oblasts and the city of Minsk.<br><br>Financial, methodological and technical support was provided by the United Nations Children's Fund (UNICEF).<br><br>MICS is an international household survey programme developed by UNICEF.<br><br>The survey is conducted in the Republic of Belarus as part of the fourth global round of MICS surveys (MICS4) and provides up-to-date information on the situation of children and women and measures key indicators that allow countries to monitor progress towards the Millennium Development Goals (MDGs) and other internationally agreed upon commitments.<br><br>The goal of MICS4 in the Republic of Belarus is to obtain objective information on the mother and child health and child development and education. This type of survey was conducted in the republic for the second time, as Belarus was part of MICS3 in 2005-2007, and made it possible to obtain information on important aspects of the life of children, namely: their state of nutrition and health, the prevalence of child labour, the main methods of raising a child in a family and on the various activities that promote learning in early childhood. Also, due to MICS4 survey a number of indicators were studied for the first time: reproductive behaviour of women, attitude of women and men to domestic violence, sexual behaviour of young people, life satisfaction and other topical for the Republic of Belarus issues.",0047484,,"[{""name"": ""Visit the Microdata Library to access data and documentation."", ""description"": null, ""url"": null}]"
Bangladesh - Population Census 1991 - IPUMS Subset,"IPUMS-International is an effort to inventory, preserve, harmonize, and disseminate census microdata from around the world. The project has collected the world's largest archive of publicly available census samples. The data are coded and documented consistently across countries and over time to facillitate comparative research. IPUMS-International makes these data available to qualified researchers free of charge through a web dissemination system.<br><br>The IPUMS project is a collaboration of the Minnesota Population Center, National Statistical Offices, and international data archives. Major funding is provided by the U.S. National Science Foundation and the Demographic and Behavioral Sciences Branch of the National Institute of Child Health and Human Development. Additional support is provided by the University of Minnesota Office of the Vice President for Research, the Minnesota Population Center, and Sun Microsystems.",0047474,,"[{""name"": ""Visit the Microdata Library to access data and documentation."", ""description"": null, ""url"": null}]"
Bangladesh - Long-Term Impact of Microcredit Impacts 1991-1992,"The Long-Term Impact of Microcredit Impacts was conducted in 1991-1992 by Bangladesh Institute of Development Studies (BIDS) and the World Bank. The survey's main focus was to provide data for an analysis of three major credit programs (Grameen Bank, Bangladesh Rural Advancement Committee, and the Rural Development-12 program of the Bangladesh Rural Development Board). <br><br>The survey covered both villages from each of the programs under study as well as villages where no lending took place. The survey included 1,798 households randomly drawn from 87 villages of 29 thanas in rural Bangladesh. These households from 87 villages of 29 thanas were surveyed first in 1991-1992, and then revisited in 1998-1999.",0047473,,"[{""name"": ""Visit the Microdata Library to access data and documentation."", ""description"": null, ""url"": null}]"
Bangladesh - Demographic and Health Survey 1996-1997,"The Bangladesh Demographic and Health Survey (BDHS) is part of the worldwide Demographic and Health Surveys program, which is designed to collect data on fertility, family planning, and maternal and child health.<br><br>The BDHS is intended to serve as a source of population and health data for policymakers and the research community. In general, the objectives of the BDHS are to:<br>- assess the overall demographic situation in Bangladesh,<br>- assist in the evaluation of the population and health programs in Bangladesh, and<br>- advance survey methodology.<br><br>More specifically, the objective of the BDHS is to provide up-to-date information on fertility and childhood mortality levels; nuptiality; fertility preferences; awareness, approval, and use of family planning methods; breastfeeding practices; nutrition levels; and maternal and child health. This information is intended to assist policymakers and administrators in evaluating and designing programs and strategies for improving health and family planning services in the country.",0047469,,"[{""name"": ""Visit the Microdata Library to access data and documentation."", ""description"": null, ""url"": null}]"
Bangladesh - Long-Term Impact of Microcredit Impacts 1998-1999,"The Long-Term Impact of Microcredit Impacts 1998 is a follow up survey conducted by Bangladesh Institute of Development Studies (BIDS) and the World Bank. The survey was first carried out in 1991-1992 and the survey's main focus was to provide data for an analysis of three major credit programs (Grameen Bank, Bangladesh Rural Advancement Committee, and the Rural Development-12 program of the Bangladesh Rural Development Board). <br><br>The survey covered both villages from each of the programs under study as well as villages where no lending took place. The 1991-1992 survey included 1,798 households randomly drawn from 87 villages of 29 thanas in rural Bangladesh. These households from 87 villages of 29 thanas were surveyed first in 1991/92, and then revisited in 1998/99. In 1998-1999, altogether 2,599 households were surveyed, out of which 2,226 were from old villages and 373 were from new villages.",0047468,,"[{""name"": ""Visit the Microdata Library to access data and documentation."", ""description"": null, ""url"": null}]"
Bangladesh - Demographic and Health Survey 1999-2000,"The 1999-2000 Bangladesh Demographic and Health Survey (BDHS) is a nationally representative sample survey designed to provide information on basic national indicators of social progress including fertility, contraceptive knowledge and use, fertility preference, childhood mortality, maternal and child health, nutritional status of mothers and children and awareness of AIDS.<br><br>The 1999-2000 BDHS provides a comprehensive look at levels and trends in key health and demographic parameters for policy makers and program managers. The fertility has declined from 6.3 children per women in 1975 to 3.3 in 1999-2000. The pace of fertility decline has slowed in the most recent period compared to the rapid decline during late 1980s and early 1990s. The BDHS 1999-2000 findings also show the increasing trend of contraceptive use, declining childhood mortality, and improving nutritional status.<br><br>The Bangladesh Demographic and Health Survey (BDHS) is intended to serve as a source of population and health data for policymakers and the research community. In general, the objectives of the BDHS survey are to:<br>- Assess the overall demographic situation in Bangladesh<br>- Assist in the evaluation of the population and health programs in Bangladesh<br>- Advance survey methodology.<br><br>More specifically, the objective of the BDHS survey is to provide up-to-date information on fertility and childhood mortality levels; nuptiality; fertility preferences; awareness, approval, and use of family planning methods; breastfeeding practices; nutrition levels; and maternal and child health. This information is intended to assist policymakers and administrators in evaluating and designing programs and strategies for improving health and family planning services in the country.<br><br>The 1999-2000 BDHS survey was conducted under the authority of the National Institute for Population Research and Training (NIPORT) of the Ministry of Health and Family Welfare. The survey was implemented by Mitra and Associates, a Bangladeshi research firm located in Dhaka. Macro International Inc. of Calverton, Maryland, provided technical assistance to the project as part of its international Demographic and Health Surveys program, and financial assistance was provided by the U.S. Agency for International Development (USAID)/Bangladesh.",0047466,,"[{""name"": ""Visit the Microdata Library to access data and documentation."", ""description"": null, ""url"": null}]"
Bangladesh - Population and Housing Census 2001 - IPUMS Subset,"IPUMS-International is an effort to inventory, preserve, harmonize, and disseminate census microdata from around the world. The project has collected the world's largest archive of publicly available census samples. The data are coded and documented consistently across countries and over time to facillitate comparative research. IPUMS-International makes these data available to qualified researchers free of charge through a web dissemination system.<br><br>The IPUMS project is a collaboration of the Minnesota Population Center, National Statistical Offices, and international data archives. Major funding is provided by the U.S. National Science Foundation and the Demographic and Behavioral Sciences Branch of the National Institute of Child Health and Human Development. Additional support is provided by the University of Minnesota Office of the Vice President for Research, the Minnesota Population Center, and Sun Microsystems.",0047465,,"[{""name"": ""Visit the Microdata Library to access data and documentation."", ""description"": null, ""url"": null}]"
Bangladesh - Pesticide Use 2003,"The research carried out by the World Bank in the summer of In 2003 used structured questionnaires to collect information on pesticide use and practices, risk perceptions, knowledge, precautions and damage averting behavior, and health effects from 1,078 farmers (175 owners, 132 applicators & 771 owner+applicator), randomly selected. The survey was designed and supervised by the World Bank team, and conducted by the Development Policy Group in Bangladesh. The survey, by design, focused on major pesticide intensive crops such as Boro (winter rice), potato, bean, eggplant, cabbage, sugarcane and mango. To provide greater depth, 68 randomly-selected farmers who currently use Integrated Pest Management (IPM) were also interviewed. The sample was geographically stratified among 11 districts of Bangladesh as: Bogra, Chapainawabganj, Rajshahi, and Rangpur districts in the Rajshahi division (Northwest); Chittagong and Comilla in the Chittagong division (East); Jessore in the Khulna division (West); and Kishoreganj, Munshiganj, Narsingdi, and Mymensingh in the Dhaka division.<br><br>To minimize reporting bias, the survey was implemented under the agreement that the team would not reveal the identity of the farms surveyed or the respondents who participated.",0047463,,"[{""name"": ""Visit the Microdata Library to access data and documentation."", ""description"": null, ""url"": null}]"
Bangladesh - Pesticide Traders 2003,"Background:<br>Bangladesh does not produce any active ingredients, it only imports and formulates. The marketing channel of pesticides in Bangladesh consists of pesticide companies, distributors, wholesalers, wholesaler-cum-retailers, retailers and farmers (Sabur and Moila, 2000). At the top, there exist approximately 66 officially registered companies, with 6 of these being multinational in nature. Distributors buy almost all of their products from pesticide companies. However, the pesticide companies also directly sell to wholesalers. Distributors, in turn, sell their products to the wholesalers-cum-retailers, retailers and large farmers. Wholesalers sell to retailers as well as farmers. Retailers, in turn, sell their product to farmers, but farmers frequently buy directly from the distributors as well as wholesalers.<br><br>Survey Design:<br>The survey, conducted in the summer 2003 by the World Bank, interviewed 110 pesticide traders (more or less equally divided between wholesalers and retailers) across 7 districts of Bangladesh. The survey collected detailed information from traders, including: 1) the name, location and nature of the shop; 2) trader’s characteristic: age, ownership, nutritional status: weight/height; 3) pesticide log & sales: trade name, chemical name, content quantity, price, best selling pesticides; 4) traders’ knowledge of pesticides: information and training received on use and safe handling of pesticides; 5) precautions and damage averting behavior; and 6) health effects. The survey was designed and supervised by the World Bank team, and conducted by the Development Policy Group in Bangladesh. To minimize reporting bias, the survey was implemented under the agreement that the team would not reveal the identity of the trader companies surveyed on the respondents who participated.",0047462,,"[{""name"": ""Visit the Microdata Library to access data and documentation."", ""description"": null, ""url"": null}]"
"Bangladesh - NGOs in Bangladesh: Activities, Resources, and Governance 2003","This survey is one of the first large, nationally representative surveys of non-governmental organizations (NGOs) in a developing country. The NGO sector in Bangladesh is highly organized and relatively homogeneous. Most NGOs utilize a branch and headquarters structure in which branches have limited autonomy from headquarters. At the branch level, most NGOs in the country, whether big or small, focus on credit services, derive more of their income from fees for services than from grants, rely on salaried rather than voluntary staff, keep detailed financial accounts that are externally audited, and hire middle-class college educated men as managers. The convergence to a modal institutional form probably is the result of the persuasive power of ideas, sociological pressures toward acculturation and conformity, as well as material incentives.",0047461,,"[{""name"": ""Visit the Microdata Library to access data and documentation."", ""description"": null, ""url"": null}]"
Bangladesh - Integrated Pest Management 2003,"The research of Integrated Pest Management in Bangladesh was carried out by the World Bank in the summer of 2003. Structured questionnaires were used to collect information on conventional and IPM farming techniques, pesticide use and practices, applicator precautions and damage-averting behavior, health effects and environmental impacts. The survey was designed and supervised by the World Bank team, and conducted by the Development Policy Group in Bangladesh. To minimize reporting bias, the survey was conducted under the agreement that the team would not reveal the identity of the farmers surveyed or the respondents who participated. To provide greater depth, 126 randomly selected rice farmers (102 land owners + 24 land owners cum field workers), who currently use IPM were also interviewed. An IPM farmer is identified as practicing any of the following methods: organic production; biological control; smoke; light traps; rotation of crops; manual clearing; and enemy plants to control pest attacks. Conventional farmers use none of these methods.<br><br>IPM farmers in districts with significant IPM participation were surveyed: Rajshahi and Rangpur in the Rajshahi division (Northwest), Comilla in Chittagong division (East), Jessore in Khulna division (West), and Kishoreganj in Dhaka division (North).",0047460,,"[{""name"": ""Visit the Microdata Library to access data and documentation."", ""description"": null, ""url"": null}]"
Bangladesh - Demographic and Health Survey 2004,"The Bangladesh Demographic and Health Survey (BDHS) is part of the worldwide Demographic and Health Surveys program, which is designed to collect data on fertility, family planning, and maternal and child health.<br><br>The main objective of this survey is to provide policy-makers and program managers in health and family planning with detailed information on fertility and family planning, childhood mortality, maternal and child health, nutritional status of children and mothers, and awareness of HIV/AIDS. The survey consisted of two parts: a household-level survey of women and men and a community survey around the sample points from which the households were selected. Preparations for the survey started in mid-2003 and the fieldwork was carried out between January and May 2004.The urvey was conducted under the authority of the National Institute for Population Research and Training (NIPORT) of the Ministry of Health and Family Welfare. The survey was implemented by Mitra and Associates, a Bangladeshi research firm located in Dhaka. ORC Macro of Calverton, Maryland, provided technical assistance to the project as part of its international Demographic and Health Surveys program, and financial assistance was provided by the U.S. Agency for International Development (USAID)/Bangladesh.<br><br>In general, the objectives of the BDHS are to:<br>- Assess the overall demographic situation in Bangladesh<br>- Assist in the evaluation of the population and health programs in Bangladesh<br>- Advance survey methodology.<br><br>More specifically, the objective of the BDHS survey is to provide up-to-date information on fertility and childhood mortality levels; nuptiality; fertility preferences; awareness, approval, and use of family planning methods; breastfeeding practices; nutrition levels; and maternal and child health. This information is intended to assist policymakers and administrators in evaluating and designing programs and strategies for improving health and family planning services in the country.",0047458,,"[{""name"": ""Visit the Microdata Library to access data and documentation."", ""description"": null, ""url"": null}]"
Bangladesh - Improving Indoor Air Quality for Poor Families: Controlled Experiments 2005-2006,"Indoor air pollution (IAP) is dangerously high for many poor families in Bangladesh. Concentrations of 300 ug/m3 for respirable airborne particulates (PM10) or greater are common in Bangladeshi households, implying widespread exposure to a serious health hazard.<br><br>To promote a better understanding of IAP, in 2003, the World Bank’s research department has investigated the IAP in Bangladesh using the latest air monitoring technology and a national household survey (IAP Research, Phase I). The analysis of determinants of IAP verifies the IAP reducing potential of clean fuels (kerosene, natural gas, etc.), but the nationwide survey results revealed: Poor households in Bangladesh (like in other parts of Asia and Latin America) almost always use “dirty” biomass fuels, because in most rural areas, clean fuels are not available at all. Even where a clean fuel is available, poor households prefer and use “dirty” fuels because the relative price of the “clean” fuel is simply too high. Improved stoves for biomass combustion could help but, as other studies in Asia and Latin America have also discovered, the World Bank survey found almost no adoption of improved stoves despite widespread promotional efforts in Bangladesh. Households report non-adoption for a variety of reasons, including capital and maintenance costs, inconvenience, and incompatibility with food preparation traditions. Thus, neither clean fuels nor improved stoves offer strong prospects for reducing IAP in the rural area in near future.<br><br>Fortunately, the World Bank study has identified another option that looks much more promising. In Bangladesh, common variations in certain household characteristics -- construction materials, space configurations, cooking locations and use of doors and windows -- have produced large differences in IAP exposure. As a result, some poor households using “dirty” fuels enjoy indoor air quality normally associated with clean fuels, while others suffer from pollution levels ten times the international safe standard. Since many poor households already have some of the relevant characteristics, they are clearly acceptable and affordable in Bangladesh. The IAP-Phase I research, therefore, has tentatively concluded that a national “clean household” promotion program, combined with effective public education on the associated health benefits, could reduce IAP exposure to much safer levels for many poor families.<br><br>Although the general results are quite robust, the first-round research has only been able to consider a subset of feasible measures that might yield significant benefits in this context. Before proposing a national “clean household” program to policy makers, one needs to establish a broader and more rigorously-confirmed set of clean characteristics as well as to assess their cost effectiveness in different regions of Bangladesh. Current research in Bangladesh has conducted a program of direct, controlled experimentation and cost-effectiveness analysis that will provide the needed evidence. The experimentation of the research is confined to structural arrangements(building materials, cooking locations, window/ door configurations etc.) that are already common among poor households in Bangladesh.<br><br>The World Bank study has used two types of equipment: real-time monitors that record PM10 at 2-minute intervals, and air samplers that measure 24-hour average PM10 concentrations.<br><br>1. The real-time monitoring instrument is the Thermo Electric Personal DataRAM (pDR-1000). The pDR-1000 uses a light scattering photometer (nephelometer) to measure airborne particle concentrations. The operative principle is real-time measurement of light scattered by aerosols, integrated over as wide a range of angles as possible. At each location, the instrument operated continuously, without intervention, for a 24-hour period to record PM10 concentrations at 2-minute intervals. <br><br>2. The other instrument used in the study is the Airmetrics MiniVol Portable Air Sampler (Airmetrics, 2004), a more conventional device that samples ambient air for 24 hours. While the MiniVol is not a reference method sampler, it gives results that closely approximate data from U.S. Federal Reference Method samplers. The MiniVols were programmed to draw air at 5 liters/minute through PM10 particle size separators (impactors) and then through filters. The particles were caught on the filters, and the filters were weighed pre- and post exposure with a microbalance.",0047457,,"[{""name"": ""Visit the Microdata Library to access data and documentation."", ""description"": null, ""url"": null}]"
Bangladesh - Demographic and Health Survey 2007,"The 2007 Bangladesh Demographic and Health Survey (BDHS) is part of the worldwide Demographic and Health Surveys program, which is designed to collect data on fertility, family planning, and maternal and child health.<br><br>The BDHS is a nationally representative sample survey designed to provide information on basic national indicators of social progress including fertility, childhood mortality, contraceptive knowledge and use, maternal and child health, nutritional status of mothers and children, awareness of AIDS, and domestic violence. This periodic survey is conducted every three to four years to serve as a source of population and health data for policymakers, program managers, and the research community. <br><br>In general, the aims of the BDHS are to:<br>- Provide information to meet the monitoring and evaluation needs of health and family planning programs, and<br>- Provide program managers and policy makers involved in these programs with the information they need to plan and implement future interventions.<br><br>More specifically, the objectives of the survey are to provide up-to-date information on fertility and childhood mortality levels; nuptiality; fertility preferences; awareness, approval, and use of family planning methods; breastfeeding practices; nutrition levels; maternal and child health; awareness of HIV/AIDS and other sexually transmitted diseases; knowledge of tuberculosis; and domestic violence. Although improvements and additions have been made to each successive survey, the basic structure and design of the BDHS has been maintained over time in order to measure trends in health and family planning indicators.<br><br>The 2007 BDHS survey was conducted under the authority of the National Institute for Population Research and Training (NIPORT) of the Ministry of Health and Family Welfare. The survey was implemented by Mitra and Associates, a Bangladeshi research firm located in Dhaka. Macro International Inc., a private research firm located in Calverton, Maryland, USA, provided technical assistance to the survey as part of its international Demographic and Health Surveys program. The U.S. Agency for International Development (USAID)/Bangladesh provided financial assistance.",0047453,,"[{""name"": ""Visit the Microdata Library to access data and documentation."", ""description"": null, ""url"": null}]"
Bangladesh - Population and Housing Census 2011 - IPUMS Subset,"IPUMS-International is an effort to inventory, preserve, harmonize, and disseminate census microdata from around the world. The project has collected the world's largest archive of publicly available census samples. The data are coded and documented consistently across countries and over time to facillitate comparative research. IPUMS-International makes these data available to qualified researchers free of charge through a web dissemination system.<br><br>The IPUMS project is a collaboration of the Minnesota Population Center, National Statistical Offices, and international data archives. Major funding is provided by the U.S. National Science Foundation and the Demographic and Behavioral Sciences Branch of the National Institute of Child Health and Human Development. Additional support is provided by the University of Minnesota Office of the Vice President for Research, the Minnesota Population Center, and Sun Microsystems.",0047447,,"[{""name"": ""Visit the Microdata Library to access data and documentation."", ""description"": null, ""url"": null}]"
Bangladesh - Demographic and Health Survey 2011,"The 2011 Bangladesh Demographic and Health Survey (BDHS) is the sixth DHS undertaken in Bangladesh, following those implemented in 1993-94, 1996-97, 1999-2000, 2004, and 2007. <br>The main objectives of the 2011 BDHS are to:<br>• Provide information to meet the monitoring and evaluation needs of health and family planning programs, and<br>• Provide program managers and policy makers involved in these programs with the information they need to plan and implement future interventions.<br><br>The specific objectives of the 2011 BDHS were as follows:<br>• To provide up-to-date data on demographic rates, particularly fertility and infant mortality rates, at the national and subnational level;<br>• To analyze the direct and indirect factors that determine the level of and trends in fertility and mortality;<br>• To measure the level of contraceptive use of currently married women;<br>• To provide data on knowledge and attitudes of women and men about sexually transmitted infections and HIV/AIDS;<br>• To assess the nutritional status of children (under age 5), women, and men by means of anthropometric measurements (weight and height), and to assess infant and child feeding practices;<br>• To provide data on maternal and child health, including antenatal care, assistance at delivery, breastfeeding, immunizations, and prevalence and treatment of diarrhea and other diseases among children under age 5;<br>• To measure biomarkers, such as hemoglobin level for women and children, and blood pressure, and blood glucose for women and men 35 years and older;<br>• To measure key education indicators, including school attendance ratios and primary school grade repetition and dropout rates;<br>• To provide information on the causes of death among children under age 5;<br>• To provide community-level data on accessibility and availability of health and family planning services;<br>• To measure food security.<br><br>The 2011 BDHS was conducted under the authority of the National Institute of Population Research and Training (NIPORT) of the Ministry of Health and Family Welfare. The survey was implemented by Mitra and Associates, a Bangladeshi research firm located in Dhaka. ICF International of Calverton, Maryland, USA, provided technical assistance to the project as part of its international Demographic and Health Surveys program (MEASURE DHS). Financial support was provided by the U.S. Agency for International Development (USAID).",0047444,,"[{""name"": ""Visit the Microdata Library to access data and documentation."", ""description"": null, ""url"": null}]"
Bangladesh - Impact Evaluation of the Integrated Agricultural Productivity Project 2012,"Over the last two decades, Bangladesh has achieved impressive growth and poverty reduction. Its agricultural sector grew at a rate of 4.8 percent between 1990 and 2005. But poverty-related food insecurity is widespread, bolstered by the soaring prices of key staples. The country has a poverty rate of over 30% and the highest incidence of malnutrition of all countries: in 2008, Bangladesh’s food insecure population was estimated at 65.3 million. The Government of Bangladesh is pushing for increased use of technology and more intensive agricultural practices to improve food security and sustain economic growth. To that end, the  Integrated Agricultural Productivity Project (IAPP) sponsors research to develop improved crop varieties and to promote adoption of improved varieties and production practices through the farmer field schools approach (FFS).<br><br>The IAPP project is designed to improve the income and livelihoods of crop, fish, and livestock farmers in Bangladesh. It consists of four separate components:<br>Component 1: Technology Generation and Adaptation;<br>Component 2: Technology Adoption;<br>Component 3: Water Management;<br>Component 4: Project Management.<br><br>The Impact Evaluation (IE) of the IAPP will contribute to understanding the drivers of technology adoption through two lenses. First, the overall project approach will be evaluated using a randomized phase-in of project villages (referred to as the “Overall Project Evaluation”). The Overall Project Evaluation will measure the effects of Components 2 and 3 of IAPP. All sub-components will be measured, with special focus on the crops and fisheries sub-components. Second, innovations will be tested through a randomized control trial to understand what approach to demonstration plots can deliver higher results (referred to as the “Demonstration Plot Evaluation”). The Demonstration Plot Evaluation is designed to test a fundamental question about technology adoption: to what extent can “learning by doing” increase technology adoption over “learning by observing”? It will compare the relative effectiveness of single demonstration plots (the standard approach) to more distributed demonstration strategies which allow more people to experiment with new technology. The Demonstration Plot Evaluation will focus on the crops sub-component.",0047442,,"[{""name"": ""Visit the Microdata Library to access data and documentation."", ""description"": null, ""url"": null}]"
Bangladesh - Impact Evaluation of the Integrated Agricultural Productivity Project 2013,"The IAPP project is designed to improve the income and livelihoods of crop, fish, and livestock farmers in Bangladesh. It consists of four separate components:<br>Component 1: Technology Generation and Adaptation;<br>Component 2: Technology Adoption;<br>Component 3: Water Management;<br>Component 4: Project Management.<br><br>The Impact Evaluation (IE) of the IAPP project will contribute to understanding the drivers of technology adoption through two lenses. First, the overall project approach will be evaluated using a randomized phase-in of project villages (referred to as the “Overall Project Evaluation”). The Overall Project Evaluation will measure the effects of Components 2 and 3 of IAPP. All sub-components will be measured, with special focus on the crops and fisheries sub-components. Second, innovations will be tested through a randomized control trial to understand what approach to demonstration plots can deliver higher results (referred to as the “Demonstration Plot Evaluation”). The Demonstration Plot Evaluation is designed to test a fundamental question about technology adoption: to what extent can “learning by doing” increase technology adoption over “learning by observing”? It will compare the relative effectiveness of single demonstration plots (the standard approach) to more distributed demonstration strategies which allow more people to experiment with new technology. The Demonstration Plot Evaluation will focus on the crops sub-component.",0047440,,"[{""name"": ""Visit the Microdata Library to access data and documentation."", ""description"": null, ""url"": null}]"
