name,description,dataset_id,project_id,files
Bolivia Agricultural Public Expenditure Review,"This is one of the most comprehensive datasets on public spending in the agricultural sector in Bolivia. The data on agriculture and agriculture-related expenditures was derived from the national accounting data obtained from the Public Accounting Department of the Ministry of Economy and Public Finance of Bolivia. The data is disaggregated by function (such as research and extension, irrigation, rural roads, rural electrification, etc.), economic classification (capital and current) and level of government (central, departmental and municipal) for a period of 13 years “ from 1996 to 2008. Sub-national units of observation include the 9 Departments of Bolivia and the 327 municipalities, which in 2009 represented all the municipalities in the country.
",41104,P004538,"[""'name': 'Excel file'"", ""'description': 'Bolivia Agricultural Public Expenditure Review', 'url': null""]"
Karachi (Pakistan) - Land Use/Land Cover (ESA EO4SD-Urban),"Land Use / Land Cover (LULC) information product over Karachi (Pakistan) contains spatial explicit information about the different land covers / uses for current (2017) and past (2005) dates. The level of detail for the classification scheme mainly relies on the input data sources. LULC dataset provides detailed information (level-3) over core urban areas covered by very high resolution satellite imagery, and level-1 information over peri-urban areas covered by lower resolution satellite imagery.
",41102,P158509,"[""'name': 'Land Use/Land Cover 2005 Map for Karachi (peri-urban areas) (ESA EO4SD-Urban)'"", ""'description': 'Land Use / Land Cover (LULC) information product over Karachi (Pakistan) contains spatial explicit information about the different land covers / uses for current (2017) and past (2005) dates. The level of detail for the classification scheme mainly relies on the input data sources. LULC dataset provides detailed information (level-3) over core urban areas covered by very high resolution satellite imagery"", ""and level-1 information over peri-urban areas covered by lower resolution satellite imagery.', 'url': 'https://datacatalogfiles.worldbank.org/ddh-published/0041102/DR0051283/eo4sd_karachi_lulchr_2005.zip?versionId=2023-01-19T04:34:45.1554660Z'"", ""'name': 'Land Use/Land Cover 2017 Map for Karachi (peri-urban areas) (ESA EO4SD-Urban)'"", ""'description': 'Land Use / Land Cover (LULC) information product over Karachi (Pakistan) contains spatial explicit information about the different land covers / uses for current (2017) and past (2005) dates. The level of detail for the classification scheme mainly relies on the input data sources. LULC dataset provides detailed information (level-3) over core urban areas covered by very high resolution satellite imagery"", ""and level-1 information over peri-urban areas covered by lower resolution satellite imagery.', 'url': 'https://datacatalogfiles.worldbank.org/ddh-published/0041102/DR0051284/eo4sd_karachi_lulchr_2017.zip?versionId=2023-01-19T04:34:46.7795304Z'"", ""'name': 'Land Use/Land Cover 2017 Map for Karachi (core urban areas) (ESA EO4SD-Urban)'"", ""'description': 'Land Use / Land Cover (LULC) information product over Karachi (Pakistan) contains spatial explicit information about the different land covers / uses for current (2017) and past (2005) dates. The level of detail for the classification scheme mainly relies on the input data sources. LULC dataset provides detailed information (level-3) over core urban areas covered by very high resolution satellite imagery"", ""and level-1 information over peri-urban areas covered by lower resolution satellite imagery.', 'url': 'https://datacatalogfiles.worldbank.org/ddh-published/0041102/DR0051286/eo4sd_karachi_lulcvhr_2017.zip?versionId=2023-01-19T04:34:48.4205881Z'"", ""'name': 'EO4SD-Urban Karachi Operations Report'"", ""'description': null, 'url': 'https://datacatalogfiles.worldbank.org/ddh-published/0041102/DR0051288/eo4sd-urban_karachi_operations_report_v2-2_inclqc.pdf?versionId=2023-01-19T04:34:50.2405419Z'"", ""'name': 'Karachi (Pakistan) - Land Use/Land Cover (ESA EO4SD-Urban)(Feature Service)'"", ""'description': null, 'url': null"", ""'name': 'Karachi (Pakistan) - Land Use/Land Cover (ESA EO4SD-Urban)(Feature Service)'"", ""'description': null, 'url': null"", ""'name': 'Land Use/Land Cover 2005 Map for Karachi (core urban areas) (ESA EO4SD-Urban)'"", ""'description': 'Land Use / Land Cover (LULC) information product over Karachi (Pakistan) contains spatial explicit information about the different land covers / uses for current (2017) and past (2005) dates. The level of detail for the classification scheme mainly relies on the input data sources. LULC dataset provides detailed information (level-3) over core urban areas covered by very high resolution satellite imagery"", ""and level-1 information over peri-urban areas covered by lower resolution satellite imagery.', 'url': 'https://datacatalogfiles.worldbank.org/ddh-published/0041102/DR0051285/eo4sd_karachi_lulcvhr_2005.zip?versionId=2023-01-19T04:34:53.4666862Z'"", ""'name': 'Urban Thematic Exploitation Platform (UTEP) Link - Karachi'"", ""'description': 'Link to Karachi Land Use / Land Cover datasets in the Urban Thematic Exploitation Platform (UTEP).', 'url': null"", ""'name': 'Karachi (Pakistan) - Land Use/Land Cover (ESA EO4SD-Urban)(Feature Service)'"", ""'description': null, 'url': null"", ""'name': 'Karachi (Pakistan) - Land Use/Land Cover (ESA EO4SD-Urban)(Feature Service)'"", ""'description': null, 'url': null""]"
Market Access: Kyrgyz Republic,"Exploiting the theory of a classic gravity model, the Market Accessibility index is a measure of potential economic connectivity between village/towns and big cities. These population centers are considered a proxy of market size or population potential. This metric discounts the market size proxy by an estimate<br />
of travel time along a transportation network, which assigns little relevance of a market size in a very far place from the origin or, conversely, assigns a strong relevance for markets in close proximity to the origin. Using the transportation network and estimated travel time is a more realistic measure of<br />
economic distance than Euclidean distance because not all distances are equal in travel time and physical or man-made barriers may provide routes that are not straight line distance. Since various methodologies exist for the discount of the market size, a robustness test is suggested.
",41090,P101613,"[""'name': 'Market Access'"", ""'description': 'Planning in Emergencies REACH was piloted for the first time in Kyrgyzstan in order to support the humanitarian response by providing dedicated assessment"", 'database and web mapping services to several country-level clusters: Shelter', 'Protection', 'WASH', 'and Food Security cluster. REACH continues to work in Kyrgyzstan to contribute to the reconstruction', 'recovery and stabilization through socio-economic assessments and mapping exercises in the South of the country. Integrated Environmental Planning Throughout REACH\\u2019s interventions in Kyrgyzstan', 'the community has been involved in different forms of mapping such as winter pasture', 'in order to delimitate peacefully new boundaries in the case of conflict issues over natural resources. Another key feature of the mapping tool developed by REACH is the creation of early warning systems using mobile phones technologies', ""with SMS-based surveys. ', 'url': null"", ""'name': 'Report'"", ""'description': 'Report with maps and text.', 'url': 'https://datacatalogfiles.worldbank.org/ddh-published/0041090/DR0051261/765740wp0p12200box374384b00public0_0_0_0.pdf?versionId=2023-01-19T06:15:21.7168434Z'""]"
Nigeria Irrigation Sites,"Polygonal dataset describing irrigations sites across Nigeria; however, no additional information besides location is  provided
",41080,,"[""'name': 'Nigeria Irrigation Shapefile'"", ""'description': null, 'url': 'https://datacatalogfiles.worldbank.org/ddh-published/0041080/DR0051235/nga_irrigation_sites.zip?versionId=2023-01-19T06:48:25.3488945Z'"", ""'name': 'Nigeria Irrigation Sites(Feature Service)'"", ""'description': null, 'url': null""]"
Urban Flooding of Greater Dhaka in a Changing Climate - Building Local Resilience to Disaster Risk,"This dataset provides five flood scenarios for Greater Dhaka Area, with estimates of location-specific depth and duration of inundation, for extreme rainfall event in 2050.
Intense rainfall floods Dhaka, Bangladesh, one of the world’s fastest-growing megacities, year in and year out. Low-lying flood plains, rivers, and canals that once drained water are gradually filling up as a result of indiscriminate urbanization, and now magnify, rather than help solve the problem. The climatic outlook for South Asia in the 21st century signals heavier and more erratic rainfall during the monsoon season, according to the Fifth Assessment Report of the Intergovernmental Panel on Climate Change and the World Meteorological Organization.  Thus, climate change may further aggravate Dhaka’s flood vulnerability.
Dhaka needs to better manage its flood drainage infrastructure and strengthen the city’s climate-disaster resilience and adaptive capacity.  But climate-smart policies require local planners to better understand the likely damage from current flooding, potential damage from climate-related risks, measures that can be taken to cope with current and future flooding as well as adaptation costs.
In an effort to enhance such understanding and to provide input to development of adaptation policies, this research estimated location-specific depth and duration of inundation from extreme rainfall events by 2050 with or without climate change, discussed structural adaptation measures to cope with current and future flooding, evaluated the reduction in inundation resulting from implementing these measures, and estimated adaptation cost.
Depth and duration of inundation in Greater Dhaka Area from extreme rainfall events by 2050 with or without climate change under different scenarios at ward/ thana-level have been summarized in the Excel Workbook “Urban Flooding of Greater Dhaka in 2050”
<strong>Detailed Study Area:</strong><br />
The dataset covers Greater Dhaka Area: Eastern Dhaka, Western Dhaka-Goranchatbari, Western Dhaka-Kallyanpur, Central Dhaka, Old Dhaka, DND and Narayanganj.
As flooding is a periodic problem in Dhaka, the city can be said to already have an <em>adaptation deficit even without climate change</em>. The analysis therefore addressed the issue from both current and future climate perspectives.
**Future (2050) Rainfall Extreme Scenarios: **
<ul>
<li>
Dhaka experienced 341mm rainfall in 24 hours in September 2004; and this historic extreme rainfall was taken as the current climate baseline in the underlying analysis.
</li>
<li>
For the future, the underlying analysis considered a 16 percent increase in extreme rainfall in a changing climate by 2050.
</li>
</ul>
<strong>Assumptions about the Future:</strong><br />
As any change in land use has implications for the percentage of built-up area, and therefore drainage of the storm water, the analysis assumed that future land cover would change according to the RAJUK’s Detailed Action Plan (DAP). For drainage, the analysis assumed that all improvements to Dhaka’s drainage infrastructure, both planned and proposed by the relevant drainage-system authority, would be implemented.
<strong>Five Alternative Scenarios:</strong><br />
Estimates of location-specific depth and duration of inundation were estimated for extreme rainfall event in 2050 for following five scenarios:
<ul>
<li>Scenario1:  341mm rainfall in 24 hours</li>
</ul>
As timing and magnitude of climate change is somewhat unknown, ward/thana-level inundation depth and duration for 2050 were generated for the baseline rainfall event without consideration of any climate change. The analysis accounts for expected socioeconomic changes and planned changes in the land use pattern as well as drainage infrastructure.
<ul>
<li>Scenario 2: 341mm rainfall in 24 hours without adaptation deficit</li>
</ul>
The estimates of inundation from scenario1 were discussed with the local experts and based on their recommendations a set of potential adaptation measures - for example increase in pump capacity, sludge cleaning, laying of new drainage pipes, deepening existing water bodies - was designed and incorporated in hydrological modeling. The modeling was repeated with different capacities of pumps etc. until a desirable depth and duration of inundation for each study region was attained.
<ul>
<li>Scenario 3: 396mm rainfall in 24 hours</li>
</ul>
Ward/thana-level estimates of inundation depth and duration were generated for the changing climate in 2050 taking into account climate change - using a potential 16 percent increase in extreme rainfall as a factor as well as accounting for expected socioeconomic changes, planned changes in the land use pattern and drainage infrastructure.
<ul>
<li>Scenario 4: 396mm rainfall in 24 hours without adaptation deficit</li>
</ul>
Implications for flooding were estimated in a changing climate after current climate adaptation deficit is met.
<ul>
<li>Scenario 5: 396mm rainfall in 24 hours without adaptation deficit and with adaptation for climate change</li>
</ul>
Implications for a set of adaptation measures suggested by local experts to deal with climate change were estimated.
These estimates are from the three-step hydrological modeling component of the study.  The first modeling step simulated basin-level flows from the Brahmaputra River in the Ganges-Brahmaputra-Meghna River system since they strongly influence monsoon-season river flows and water levels in the Greater Dhaka area.  In the second step, the effects of climate change on the regional rivers were simulated.  Finally, in the third step, detailed modeling of the drainage system in and around Dhaka city was simulated. The analysis centered on the worst-case scenario in which river levels are high and all sluice gates are closed. Therefore, there is no gravity drainage out of the city and the drainage system depends primarily on the performance efficiency of drainage pumps, which is often the case during intense rainfall.  For Western Dhaka-Old Dhaka, Central Dhaka, Kallyanpur, and Goranchatbari—the impacts of climate change on river flooding were not considered in the analyses as this main part of the city is protected by flood embankments on all sides.
<strong>See Urban Flooding of Greater Dhaka in a Changing Climate- Building Local Resilience to Disaster Risk: chapters 2, 3 and 6 for details.</strong>
These estimates were prepared by Asif Zaman, World Bank Consultant and Water Resources and DSS Specialist, Institute of Water Modeling. The study was conducted under the World Bank-supported study on Urban Flooding of Greater Dhaka in a Changing Climate: Potential Damage and Adaptation (Task team Leader: Susmita Dasgupta). The study team gratefully acknowledges the financial support provided by the Bangladesh Climate Change Resilience Fund (BCCRF) - a multi-donor trust fund supported by the governments of the United Kingdom, Denmark, Sweden, Switzerland, Australia, the United States, and the European Union.
Lead Researcher: Dr. Asif Zaman
",41076,P133511,"[""'name': 'Urban Flooding of Greater Dhaka in 2050'"", ""'description': null, 'url': 'https://datacatalogfiles.worldbank.org/ddh-published/0041076/DR0051229/urbanfgd_0.xlsx?versionId=2023-01-19T06:48:59.9370313Z'""]"
Farming Systems FAO,"These datasets contain both vector and raster data of farming systems by region.
",41071,,"[""'name': 'Farming Systems FAO'"", ""'description': 'These datasets contain both vector and raster data of farming systems by region.\\r\\n', 'url': 'https://datacatalogfiles.worldbank.org/ddh-published/0041071/DR0051221/farming-systems-fao.zip?versionId=2021-10-21T15:47:51.0249827Z'""]"
"BRI Database, Reed and Trubetskoy 2019","Replication files and instructions for Reed, Tristan; Trubetskoy, Alexandr. 2019. Assessing the Value of Market Access from Belt and Road Projects (English). Policy Research working paper; no. WPS 8815.
",40786,,"[""'name': 'BRI Database Shapefiles'"", ""'description': 'These shapefiles are not needed for replication but are provided as at the convenience of analysts researching BRI.', 'url': 'https://datacatalogfiles.worldbank.org/ddh-published/0040786/DR0050910/shp.zip?versionId=2023-01-19T06:19:16.0801091Z'"", ""'name': 'Link to replication files and instructions on GitHub'"", ""'description': null, 'url': null""]"
"Mapping of South Asian Cities - Colombo, Chittagong, Jalalabad, and Karachi","Land cover/land use (LCLU) structure, distribution, changes, change flows structure, and extension of urban areas (potential slums) for the two reference periods: 1999-2001 and 2012-2014, for the four cities: Colombo, Chittagong, Jalalabad, and Karachi.
This dataset is one of the products produced under the 2014-2016 World Bank (WBG) - European Space Agency (ESA) partnership, and is published in the partnership report: Earth Observation for Sustainable Development, June 2016.
",40774,P149790,"[""'name': 'Chittagong Mapping: LCLU"", 'LU Change', ""and Potential Slums'"", ""'description': 'Shapefile"", 'PDF', ""GeoTIFF and .MXD Styled Layers', 'url': 'https://datacatalogfiles.worldbank.org/ddh-published/0040774/DR0050872/3_gst-eow2a8_d2_ctg_v1.zip?versionId=2023-01-19T05:33:37.3489549Z'"", ""'name': 'Exhibit of Some AOIs Examples for Review and Presentations'"", ""'description': null, 'url': 'https://datacatalogfiles.worldbank.org/ddh-published/0040774/DR0050875/6_eow2_8_examples.zip?versionId=2023-01-19T05:33:38.8310959Z'"", ""'name': 'Colombo Mapping: LCLU"", 'LU Change', ""and Potential Slums'"", ""'description': 'Shapefile"", 'PDF', ""GeoTIFF and .MXD Styled Layers', 'url': 'https://datacatalogfiles.worldbank.org/ddh-published/0040774/DR0050871/2_gst-eow2a8_d2_clb_v1.zip?versionId=2023-01-19T05:33:41.8133701Z'"", ""'name': 'Jalalabad Mapping: LCLU"", 'LU Change', ""and Potential Slums'"", ""'description': 'Shapefile"", 'PDF', ""GeoTIFF and .MXD Styled Layers', 'url': 'https://datacatalogfiles.worldbank.org/ddh-published/0040774/DR0050873/4_gst-eow2a8_d2_jlb_v1.zip?versionId=2023-01-19T05:33:43.3914567Z'"", ""'name': 'Karachi Mapping: LCLU"", 'LU Change', ""and Potential Slums'"", ""'description': 'Shapefile"", 'PDF', ""GeoTIFF and .MXD Styled Layers', 'url': 'https://datacatalogfiles.worldbank.org/ddh-published/0040774/DR0050874/5_gst-eow2a8_d2_krc_v1.zip?versionId=2023-01-19T05:33:44.9775389Z'""]"
Caribbean Islands - Land Use Land Cover (LULC),"Land Use/Land Cover Mapping including water bodies, rivers and streams, for St. Lucia, Grenada, and St. Vincent and the Grenadines.
This dataset is one of the products produced under the 2014-2016 World Bank (WBG) - European Space Agency (ESA) partnership, and is published in the partnership report: Earth Observation for Sustainable Development, June 2016.
",40697,,"[""'name': 'Ready Map for Printing: Land Use Land Cover - Grenada'"", ""'description': null, 'url': 'https://datacatalogfiles.worldbank.org/ddh-published/0040697/DR0050769/1b_service1_grenada.pdf?versionId=2023-01-19T08:36:35.7134328Z'"", ""'name': 'Ready Map for Printing: Land Use Land Cover - St. Vincent'"", ""'description': null, 'url': 'https://datacatalogfiles.worldbank.org/ddh-published/0040697/DR0050772/1e_service1_stvincent.pdf?versionId=2023-01-19T08:36:37.3375018Z'"", ""'name': 'Ready Map for Printing: Land Use Land Cover - Grenadines'"", ""'description': null, 'url': 'https://datacatalogfiles.worldbank.org/ddh-published/0040697/DR0050770/1c_service1_grenadines.pdf?versionId=2023-01-19T08:36:39.6721625Z'"", ""'name': 'Ready Map for Printing: Land Use Land Cover - St. Lucia'"", ""'description': null, 'url': 'https://datacatalogfiles.worldbank.org/ddh-published/0040697/DR0050771/1d_service1_stlucia.pdf?versionId=2023-01-19T08:36:41.3442041Z'"", ""'name': 'Land Use Land Cover Data (GeoTIFF"", ""Shapefiles)'"", ""'description': 'Shapefiles include rivers"", 'roads', ""and water bodies. GeoTIFFs include land cover classifications.', 'url': 'https://datacatalogfiles.worldbank.org/ddh-published/0040697/DR0050773/1a_landcover.zip?versionId=2023-01-19T08:36:42.9742695Z'""]"
Denpasar (Indonesia) - Land Cover / Land Use Maps (ESA EO4SD-Urban),"Land Use/Land Cover (LU/LC) information product contains spatial explicit Information on different land use and land cover occurring in both the Larger Urban Areas and the Core Areas of the City of Denpasar. The Larger Urban area LU/LC nomenclature is at an aggregated Level 1 or 2. The input data for the Larger Urban area was Landsat-7 (2000, 2002) and Sentinel-2 (2016). The Core area has detailed LU/LC nomenclature that is either at Level 3 or 4. The input data for the Core area was the Very High Resolution data of QuickBird-2 (2005, 2006) and WorldView-2 (2017). The LU/LC product is the Baseline product from which various derived products (such as Green Areas and Informal Settlements) are produced.
",40688,,"[""'name': 'Land Use/Land Cover 2016 Map for Denpasar (ESA EO4SD-Urban)'"", ""'description': 'Land Use/Land Cover (LU/LC) information product contains spatial explicit Information on different land use and land cover occuring in Larger Urban Areas of the City of Denpasar. The Larger Urban area LU/LC nomenclature is at an aggregated Level 1 or 2. The input data for the Larger Urban area was Sentinel-2 (2016).', 'url': 'https://datacatalogfiles.worldbank.org/ddh-published/0040688/DR0050744/eo4sd_denpasar_lulchr_2016.zip?versionId=2023-01-19T09:57:48.3481595Z'"", ""'name': 'Land Use/Land Cover 2017 Map for Denpasar (ESA EO4SD-Urban)'"", ""'description': 'Land Use/Land Cover (LU/LC) information product contains spatial explicit Information on different land use and land cover occuring in the Core Urban areas of the City of Denpasar. The Core Urban area has detailed LU/LC nomenclature that is either at Level 3 or 4. The input data for the Core Urban area was the Very High Resolution data of WorldView-2 (2017).', 'url': 'https://datacatalogfiles.worldbank.org/ddh-published/0040688/DR0050746/eo4sd_denpasar_lulcvhr_2017.zip?versionId=2023-01-19T09:57:49.8512950Z'"", ""'name': 'Land Cover 2002 Map for Denpasar (ESA EO4SD-Urban)'"", ""'description': 'Land Use/Land Cover (LU/LC) information product contains spatial explicit Information on different land use and land cover occuring in both the Larger Urban Areas of the City of Denpasar. The Larger Urban area LU/LC nomenclature is at an aggregated Level 1 or 2. The input data for the Larger Urban area was Landsat-7 (2000"", ""2002).', 'url': 'https://datacatalogfiles.worldbank.org/ddh-published/0040688/DR0050743/eo4sd_denpasar_lulchr_2002.zip?versionId=2023-01-19T09:57:51.4513745Z'"", ""'name': 'Land Use/Land Cover 2005 Map for Denpasar (ESA EO4SD-Urban)'"", ""'description': 'Land Use/Land Cover (LU/LC) information product contains spatial explicit Information on different land use and land cover occuring in both the Core Areas of the City of Denpasar. The Core area has detailed LU/LC nomenclature that is either at Level 3 or 4. The input data for the Core area was the Very High Resolution data of QuickBird-2 (2005"", ""2006). The LU/LC product is the Baseline product from which various derived products (such as Green Areas and Informal Settlements) are produced.', 'url': 'https://datacatalogfiles.worldbank.org/ddh-published/0040688/DR0050745/eo4sd_denpasar_lulcvhr_2006.zip?versionId=2023-01-19T09:57:53.1114180Z'"", ""'name': 'Urban Thematic Exploitation Platform (UTEP) Link - Denpasar'"", ""'description': 'Link to Denpasar land use / land cover datasets in the Urban Thematic Exploitation Platform (UTEP).', 'url': null"", ""'name': 'EO4SD-Urban Denpasar Operations Report'"", ""'description': null, 'url': 'https://datacatalogfiles.worldbank.org/ddh-published/0040688/DR0050748/eo4sd_urban_denpasar_city_operations_report_1_0.pdf?versionId=2023-01-19T09:57:55.4940470Z'"", ""'name': 'Denpasar (Indonesia) - Land Cover / Land Use Maps (ESA EO4SD-Urban)(Feature Service)'"", ""'description': null, 'url': null""]"
Has Climate Change Driven Urbanization In Africa?,"Replication data for Henderson, J. Vernon, Adam Storeygard, and Uwe Deichmann. ""Has climate change driven urbanization in Africa?."" Journal of Development Economics 124 (2017): 60-82.<br />
Data include climate variables, conflict events, industry by district, urban/rural population, and distance to coast.
This paper documents a substantial impact of climate variation on urbanization in sub-Saharan Africa. In a panel of over 350 subnational regions, we find that drier conditions increase urbanization in places most likely to have an urban industrial base. Total city income in such places also increases. When receiving cities have a traded good sector that is not wholly dependent upon local agriculture, migration to cities provides an “escape” from negative agricultural moisture shocks. However, in most places (75% of our sample) without an industrial base, there is no escape into alternative export-based employment. Drying causes reduced urban and rural incomes, with little overall impact on the urban population share. Finally, the paper shows that climate variation also induces employment changes within the rural sector itself. Drier conditions induce a shift out of farm activities, especially for women, into non-farm activities, and especially out of the measured work force. Overall, these findings imply a strong link between climate and urbanization in Africa.
This dataset is part of the Global Research Program on Spatial Development of Cities funded by the Multi-Donor Trust Fund on Sustainable Urbanization of the World Bank and supported by the U.K. Department for International Development.
",40687,P145658,"[""'name': 'Datasets and codes'"", ""'description': 'The enclosed data and code replicates all tables and graphs in \\'Has climate change driven urbanization in Africa?\\' by Vernon Henderson"", ""Adam Storeygard and Uwe Deichmann\\r\\n\\r\\nPlease cite this paper if you use this code.\\r\\n\\r\\nAll scripts may require modification of pathnames to match the user's file system.\\r\\n\\r\\nregs.do is a stata do file (written for version 12.1) that reproduces all figures and tables"", 'using the following four data files:\\r\\n- regiondata.dta contains the data used to create tables 1 (Panel A)', '2', '3', '4', 'A1', 'A2', 'and A3a', 'and figures 6 and 7.\\r\\n- citydata.dta contains the data used to create tables 1 (Panel B)', '6', '7', '8', 'A3b', 'and A4.\\r\\n- countrydata.dta contains the data used to create table 5.\\r\\n- countrydata_allyears.dta contains the data used to create figure 4.\\r\\n\\r\\nThese four datafiles were constructed using the following code for python (ArcGIS; .py)', 'stata (.do)', 'and matlab (.m):\\r\\n\\r\\ndistricts:\\r\\n- udel_to_ascii_africa_monthly.do converts raw downloaded climate data (air_temp.YYYY and precip.YYYY for years YYYY) to ascii grid format readable by ArcGIS\\r\\n- znew.py calculates average values of the climate variables by district. Also assigns districts to each industry', 'and centroids', 'distance to coast', 'and neighbors to each district. \\r\\n\\r\\ncities:\\r\\n- floodremovefews2.m downloads the Novella and Thiaw (2012) rainfall data and averages it by year', ""with alternate versions that first winsorize the data\\r\\n- rain_calctrims.py calculates annual rainfall for each city-light\\r\\n- v4citypop_encode.do converts raw information on African city populations and locations primarily from citypopulation.de standardizes it\\r\\n- splitlight_city_join.py - joins this population information to the lights\\r\\n- conflictprep.do preps the raw downloaded conflict data (\\'SCAD 3.1 (For Public Release).csv\\') for next steps"", 'using country codes from cflisocodes.dta\\r\\n- conflict.py assigns conflicts to each city within 0-3 km and 3-50 km\\r\\n\\r\\nall:\\r\\nfullrepprep.do - combines the various input files created above into the four stata files for analysis\\r\\n\\r\\nEach script contains information on its input and output files\\r\\n\\r\\nRaw input files:\\r\\ncitypop_v4.csv - raw city population information from citypopulation.de used by v4citypop_encode.do\\r\\ncitypop_v4_latlons.csv - raw city location information from citypopulation.de used by v4citypop_encode.do\\r\\nAfrica.html.csv -  - raw population cutoff information from citypopulation.de used by v4citypop_encode.do\\r\\nafrisoniso3.csv - table of country codes used by v4citypop_encode.do and splitlight_city_join.py\\r\\nextra_sources.csv - table of additional (i.e. not from citypopulation.de) population and location information used by v4citypop_encode.do\\r\\n\\r\\nafrregnew.gdb - district boundaries', 'primarily aggregated from GADM database of Global Administrative Areas v. 2 (see database.xlsx for aggregations)', 'used by znew.py\\r\\ncflisocodes.dta - country codes used by conflictprep.do\\r\\ndatabase.xlsx - urban and total populations of districts from various censuses', 'used by fullrepprep.do \\r\\ngadm2afrcoastline.shp - coastline of Africa shapefile', 'based on GADM database of Global Administrative Areas v. 2', 'gadm.org', 'used by znew.py\\r\\noxfordlatlons.csv - table of cities with industry dummies', 'digitized from Ady (1965)', ""used by znew.py and splitlight_city_join.py\\r\\npalliso - city lights from \\'Farther on down the road: transport costs"", ""trade and urban growth in sub-Saharan Africa\\'"", 'used by splitlight_city_join.py and rain_calctrims.py\\r\\nPallyears.csv - Gridded average annual rainfall from Novella and Thiaw (2012) as calculated by floodremovefews2.m', 'used by rain_calctrims.py\\r\\nPtrim196allyears.csv - Gridded average annual rainfall', 'winsorized at 1.96 SD above the local mean from Novella and Thiaw (2012) as calculated by floodremovefews2.m', 'used by rain_calctrims.py\\r\\nPtrim257allyears.csv - Gridded average annual rainfall', 'winsorized at 2.57 SD above the local mean from Novella and Thiaw (2012) as calculated by floodremovefews2.m', 'used by rain_calctrims.py\\r\\nPtrim2allyears.csv - Gridded average annual rainfall', 'winsorized at 2 SD above the local mean from Novella and Thiaw (2012) as calculated by floodremovefews2.m', 'used by rain_calctrims.py\\r\\nPtrim3allyears.csv - Gridded average annual rainfall', 'winsorized at 3 SD above the local mean from Novella and Thiaw (2012) as calculated by floodremovefews2.m', ""used by rain_calctrims.py\\r\\n\\'SCAD 3.1 (For Public Release).csv\\' - raw conflict data downloaded from CCAPS"", 'used by conflictprep.do\\r\\nwdiwide.dta - World Development Indicators data', 'used by fullrepprep.do\\r\\nudel/air_temp.YYYY and udel/precip.YYYY - raw climate data (for years YYYY) downloaded from the University of Delaware', ""used by udel_to_ascii_africa_monthly.do', 'url': 'https://datacatalogfiles.worldbank.org/ddh-published/0040687/DR0050740/hsdgisreplicationnorawclimatedata_smallwdi_0_0.zip?versionId=2023-01-19T04:16:16.7830355Z'"", ""'name': 'Has climate change driven urbanization in Africa'"", ""'description': null, 'url': 'https://datacatalogfiles.worldbank.org/ddh-published/0040687/DR0050741/henderson-storeygard-deichmann-2017-has-climate-change-driven-urbanization-in-africa_0.pdf?versionId=2023-01-19T04:16:18.3781174Z'"", ""'name': 'Author's website'"", ""'description': 'Some additional information about the data and replication files.', 'url': null""]"
Africa's Infrastructure: Airports,"The Africa Infrastructure Country Diagnostic (AICD) has data collection and analysis on the status of the main network infrastructures. The AICD database provides cross-country data on network infrastructure for nine major sectors: air transport, information and communication technologies, irrigation, ports, power, railways, roads, water and sanitation. The indicators are defined as to cover key areas for policy making: affordability, access, pricing as well as institutional, fiscal and financial aspects. The analysis encompasses public expenditure trends, future investment needs and sector performance reviews. It offers users the opportunity to view AICD results, download documents and materials, search databases and perform customized analysis.
",40680,,"[""'name': 'Africa's Infrastructure: Airports'"", ""'description': 'Africa's Infrastructure: Airports', 'url': null""]"
WTO Trade Flows and Trade Disputes,"The database from Bown and Reynolds (2014, ""Trade Flows and Trade Disputes"") maps information on the policies that triggered WTO dispute settlement actions between 1995 and 2011 to highly disaggregated, product-level trade data so as to potentially learn from more precise measures of market access. This mapping includes three important elements i) information on the timing of the respondent’s policy change which triggered the dispute; ii) information on the different types of WTO-violating policies imposed, particularly whether they are ‘global’ policies (imposed against all trading partners) or ‘partial’ policies (imposed against a subset of trading partners); and iii) the value, volume, and calculated unit values of imports from all trading partners directly impacted by the respondent’s policy change.
",40667,,"[""'name': 'Data'"", ""'description': null, 'url': 'https://datacatalogfiles.worldbank.org/ddh-published/0040667/DR0050703/bown-reynolds-tftd-july-2014-database_0.zip?versionId=2023-01-19T11:14:38.4863852Z'""]"
