id,document,abstract,date,type,authors,sectors,implementer,url
76475,Agricultural extension : good intentions and hard realities,"This article provides a framework outlining farmers demand for information, the public goods character of extensions services, and the organizational and the political attributes affecting the performance of extension systems. This conceptual framework is used to analyze several extensions modalities and their likely and actual effectiveness. The analysis highlights the efficiency gains that can come from locally decentralized delivery system with incentive structures based on largely private provision, although in poorer countries extension services will remain funded. The goals of agricultural extension includes transferring information from the global knowledge base and from local research to farmers, enabling them to clarify their own goals and possibilities, educating them on how to make better decisions, and stimulating desirable agricultural development.",1-Dec-04,Journal Article,"['Anderson', 'Jock R.', 'Feder', 'Gershon']","['Climate Change and Agriculture', 'Rural Settlements', 'Agricultural Extension', 'Crops and Crop Management Systems', 'Agricultural Research', 'Nutrition', 'Educational Sciences', 'Food Security', 'Agricultural Growth and Rural Development']",Energy & Extractives - Sector (GEEES),http://documents.worldbank.org/curated/en/473431468320670648/pdf/764750JRN0Agri0Box0374379B00PUBLIC0.pdf
31261,Regional radio in Tunisia: linking indigenous innovation and formal research and development,"When the Arid Region Institute (Institut des Régions Arides, IRA) in Médenine, Tunisia, set out to seek the dynamics of IK in marginal rural areas of central and southern Tunisia, it discovered a large number of farmers -both men and women-who were developing their own innovations without the support of formal research and development services. In order to spread information about these innovations and to forge links among farmer innovators, and between these and other researchers and extensionists, the multi-disciplinary research team at IRA organized field visits. However, a much further-reaching mechanism to disseminate and stimulate farmers' ideas and experiments proved to be a weekly radio program on agricultural innovation.",1-Sep-04,Brief,[],"['Climate Change and Agriculture', 'Biodiversity', 'Global Environment Facility', 'Agricultural Extension', 'Crops and Crop Management Systems', 'Water and Food Supply', 'Hydrology', 'Food Security']",AFTOS: Dev. Effectiveness (AFTDE),http://documents.worldbank.org/curated/en/312381468313207153/pdf/312610iknt72.pdf
31064,Ghana - highway sector investment program,"The objective of the project (IDA credit of $100 million over the period 1997-2001) was to assist the Government of Ghana to increase economic growth by (a) maintaining, rehabilitating and reconstructing roads and (b) ensuring sustained improvements in the road sector by (i) developing and implementing cost recovery policies, (ii) building indigenous capacity in the public and private sectors, and (iii) improving financial management control in the road sector.",1-Jul-04,Brief,[],"['Climate Change and Agriculture', 'Economic Theory & Research', 'Industrial Economics', 'Agricultural Extension', 'Crops and Crop Management Systems', 'Roads & Highways', 'Inter-Urban Roads and Passenger Transport', 'Economic Growth', 'Roads and Highways Performance', 'Transport Services', 'Global Environment']",Development Effectiveness (AFRDE),http://documents.worldbank.org/curated/en/925361468249931807/pdf/310640PAPER0infob102.pdf
31892,"Demand-driven approaches to agriculture extension : Case studies of international initiatives, vol. 3","Demand-led is a relatively recent label for a notion that has been around since people began to write about extension as an academic discipline and educational practice. It captures the idea that the information, advice and other services offered by extension professionals should be tailored to the expressed demands of the clients or recipients of the service: not just to their ""needs"" as identified by various stakeholders (government, corporations, scientists, extension professionals ), but the things they say they want. The case studies in this section are less concerned with specific techniques and methods, and more with making institutional changes, which will lead extension service providers to be more responsive to what clients want. In most cases, this involves changing the distribution of power and responsibilities among three key sets of actors: (a) clients, (b) those who deliver the service, and (c) government. Many of the cases described in other sections of this book also have responsiveness to client demand high on their list of objectives. This is a primary rationale for privatization. In the eleven cases brought together here, the main thrust of extension reform has been improving the responsiveness of services funded entirely or substantially by governments, with or without support from donors, to client demand.",1-Jan-04,Working Paper (Numbered Series),"['Alex', 'Gary', 'ed.', 'Rivera', 'William', 'ed.']","['Climate Change and Agriculture', 'Rural Settlements', 'Agricultural Extension', 'Crops and Crop Management Systems', 'Agricultural Research', 'Nutrition', 'Food Security', 'Agricultural Growth and Rural Development']",Agriculture & Environmental Serv (AES),http://documents.worldbank.org/curated/en/184731468298459108/pdf/318920Extension1Reform1V31final.pdf
31893,"Revitalization within public sector services : case studies of international initiatives, volume 4 : Revitalization within public sector services : case studies of international initiatives, volume 4","Public sector extension services have come under increasing pressure to reform in the face of sometimes dramatic changes. Listed below, are some of the changes that have affected public sector extension services. 1. The state financial crises that lead to a sharp decrease in overall public investments, leading to pressure to downsize and consider more cost-efficient extension methods away from the labor intensive, Train and Visit (T&V) management type approaches. 2. The increasing criticisms of poor performance of public services extension such as (a) their lack of accountability to clients; (b) the lack of relevance and quality of their programs, due to poorly trained extension agents; (c) their limited coverage, in terms of area and type of clients, as they insufficiently address the needs of the poor, women farmers, and farmers in disadvantaged areas; and (d) their lack of sustainability. 3. The emergence of other actors and service providers that can disseminate agricultural knowledge and information; in particular, producer organizations, NGOs, and private sector. 4. The political forces linked to democratization, liberalization, and decentralization which in conjunction with financial constraints and emerging new actors, leads to redefining the role of public services and rethinking extension methods away from top-down, supply-driven approaches. 5. The revolution in information and communication technologies which provides new vehicles for supplying information. 6. The changes in agriculture and, therefore, in the information needs of farmers. Extension has to embrace a broadened mandate such as information on marketing. There is also growing public concern about environmental conservation and poverty reduction, which adds to the extension mandate. The case studies in this section illustrate one or several aspects of the ways in which public sector services responded to these pressures.",1-Jan-04,Working Paper (Numbered Series),"['Alex', 'Gary', 'ed.', 'Rivera', 'William', 'ed.']","['Climate Change and Agriculture', 'Rural Settlements', 'Agricultural Extension', 'Crops and Crop Management Systems', 'Hydrology', 'Food Security', 'Agricultural Growth and Rural Development', 'Global Environment']",Agriculture & Environmental Serv (AES),http://documents.worldbank.org/curated/en/410601468321280147/pdf/318930Extension1Reform1V41final.pdf
31890,"Decentralized systems : Case studies of international initiatives, vol. 1","This compilation highlights major reforms being instituted today at the beginning of the 21st century. These reforms include decentralization, privatization, demand-driven approaches, the revitalization within public sector services, and national strategy and reform processes. Comprised of 44 case studies, the compilation is organized into five main parts, each with an overview of the issues by an extension specialist that participated in the international workshop. The case studies are organized by focus on: (a) decentralization, (b) private service delivery (including privatization, contracting for delivery of service, and private market-based services), (c) demand-driven approaches (including demand-driven programs, participatory approaches and producer organizations), (d) revitalization within public sector services, and (e) national strategy and reform process. A concluding note follows the compilation, bringing the total to 45 chapters. Some 39 different countries are covered.This case study, Section one, underscores how extension is being affected by global trends toward decentralization of public administration and services. In China, the central government's delegation of authority to the provincial, prefecture and county levels has been instrumental to the success of public sector reform. In Uganda, the government has taken steps to restructure ministries, decentralize services, divest public companies, and generally privatize the economy. In India, decentralization initiatives are largely oriented to promoting user participation in local extension activities. Nicaragua and Vietnam illustrate the challenges of linking extension to poverty reduction, as empowerment of the poor in negotiations with institutions of Government and the market are important to improving livelihoods. Ghana and Trinidad and Tobago, which transferred management and technical functions from the central extension administration to regional offices in the 1990s, are examples of ""incomplete"" decentralization reforms. Extension services are quite decentralized with strong client participation mechanisms in many of the other country case studies, where extension systems are relatively effective (e.g., Australia, China, Germany, United Kingdom).",1-Jan-04,Working Paper (Numbered Series),"['Alex', 'Gary', 'ed.', 'Rivera', 'William', 'ed.']","['Climate Change and Agriculture', 'Rural Settlements', 'Agricultural Extension', 'Crops and Crop Management Systems', 'State Owned Enterprise Reform', 'Public Sector Administrative & Civil\n            Service Reform', 'Food Security', 'Privatization', 'Energy Privatization', 'Agricultural Growth and Rural Development', 'Inequality', 'Democratic Government', 'Economics and Finance of Public\n            Institution Development', 'Public Sector Administrative and Civil\n            Service Reform', 'De Facto Governments']",Agriculture & Environmental Serv (AES),http://documents.worldbank.org/curated/en/170431468291370533/pdf/318900Extension1Reform1V1.pdf
42186,Strategic communication for the design of agricultural policies and for their implementation,"This paper points out that development policies for rural areas are marked by very different perspectives, sectors of intervention, and goals. Some policies tend to focus only on agriculture, whereas other policies have a more articulated food chain approach. Other policies recognize the need for infra-structural investments first, in order to reduce some bottlenecks that impede economic growth. In other cases, diversification of the economic structure has been sought and non agricultural activities have been pursued in order to create a wealth that the primary sector alone can not generate. In some other cases, major emphasis has been given to structural problems, such as access to land or land registration, or to institutional aspects, such as public sector reform or institution building. The paper concludes that the design of policies for sustainable agriculture and rural development requires a comprehensive approach, which could enhance the energies of all stakeholders and provide the necessary tools for overcoming difficulties.",30-Dec-03,Working Paper,"['Calabrese', 'Daniele', 'Grenna', 'Lucia', 'Santucci', 'Fabio Maria']","['Climate Change and Agriculture', 'Rural Settlements', 'Agricultural Extension', 'Crops and Crop Management Systems', 'Food & Nutrition Policy', 'Food Security', 'Agricultural Growth and Rural Development']",Development Communications (EXTCD),http://documents.worldbank.org/curated/en/168211468313533223/pdf/421860strcommagrpol01PULBIC1.pdf
29853,"SSATP review of national transport and poverty reduction strategies : guidelines : Revisao das estrategias nacionais de reducao da pobreza e de transportes, do SSATP : normas","This report discusses the process and methodology involved in developing a practicable method for undertaking a comparative analysis of transport sector and poverty reduction strategies. The report notes that this is an important milestone in a process that has been ongoing since the 2000 Business Meeting and Initial General Assembly of SSATP. Those meetings began the SSATP Strategic Review and formulation of new governance arrangements. The outputs of the Strategic Review resulted in demands being expressed by country coordinators for the transport sector to better demonstrate its contribution to poverty reduction and for a move towards a more integrated, programmatic approach within SSATP. The strategic goal of the program is to ensure that transport sector strategies are firmly anchored in overarching poverty reduction strategies was established at the 2002 SSATP Stakeholders' Meeting in Maputo, Mozambique. The guidelines are designed with a participatory methodology for the comparative assessment, which was tested out by three countries: Guinea, Rwanda and Tanzania during the first half of 2003. These guidelines are the result of the experimentation and verification by transport and poverty reduction strategy personnel in sub-Saharan Africa.",1-Dec-03,Working Paper (Numbered Series),"['Braithwaite', 'Mary']","['Trade Policy', 'Agricultural Extension', 'Education for the Knowledge Economy', 'Knowledge Economy', 'Educational Technology and Distance Education']",Transport Practice Group (AFTTR),http://documents.worldbank.org/curated/en/751421468246643208/pdf/298530English0SSATP0no1077.pdf
WPS3170,Direct support to private firms - evidence on effectiveness,"Governments use a variety of instruments to provide direct support to private enterprises. These include the provision of finance (subsidized and/or directed credit) and business development services (management and marketing advice to small businesses, agricultural extension services, support for enterprise level training and support to technology development). These interventions are distinct from those that support enterprises indirectly by establishing a policy and legal environment conducive to enterprise development. How effective have these direct support schemes been? This paper attempts to provide some answers to this question by surveying the available literature on the effectiveness of direct support interventions. Where available, impact evaluations suggest that the performance has been mixed at best. The evidence indicates that active intervention does not work unless the basic environment for private sector development is sound. Public policy thus needs to focus on creating an enabling environment, key elements of which include a sound legal and judicial system which supports low-cost contract enforcement, good infrastructure, a policy playing field which is level in terms of ease of registration, taxes and investment incentives for all enterprises-large and small, domestic and foreign.",30-Nov-03,Policy Research Working Paper,"['Batra', 'Geeta;Mahmood', 'Syed A.;']","['Climate Change and Agriculture', 'Agricultural Extension', 'Crops and Crop Management Systems', 'Skills Development and Labor Force Training', 'Rural Microfinance and SMEs', 'Microfinance', 'Financial Intermediation', 'Rural Finance']",,http://documents.worldbank.org/curated/en/514951468779353903/pdf/wps3170.pdf
27629,Brazil - Country assistance evaluation : Brasil : Avaliacao da assistencia do Banco Mundial ao pais,"This Country Assistance Evaluation (CAE) reviews key aspects of the Bank's program in Brazil, based on the central objective of the Bank's assistance to Brazil in the 1990s and early 2000: poverty alleviation. The strategy became more selective, focusing on the poor Northeast and on activities expected to address directly the roots of poverty. The growth element of the strategy supported the Government 's decentralization, and privatization of infrastructure through technical assistance, in regulation and selective lending, while assistance to the environment expanded significantly in the 1990s focused on green issues. At the end of the 1990s, the Bank shifted to adjustment lending to assist the Government in its stabilization and reform efforts. The Bank's assistance program to Brazil produced a sufficient mass of positive outcomes to be rated as satisfactory. The program contributed only modestly to the decline in income poverty rates - the gains resulted primarily from eliminating high inflation - and, the program contributed only indirectly, by helping the Government sustain stabilization at the end of the decade. However, the program contributed importantly to the impressive improvement in social indicators, and to the expanded access of the rural, and urban poor to basic infrastructure, and, the education gains will likely translate into reduced poverty and inequality. Nevertheless, in going forward, these gains will need to be enhanced for Brazil to achieve further reductions in poverty and inequality. Moreover, policies must maintain fiscal discipline to ensure access to external finance, keep inflation low, and prevent an erosion of the gains of the 1990s, including completing tax, social security, and financial sector reforms considered critical.",12-May-03,IEG Evaluation,[],"['Information Technology', 'Montreal Protocol', 'National Governance', 'Health Monitoring & Evaluation', 'Agricultural Extension']",IEG HD and Econ Mgmt Department (IEGHE),http://documents.worldbank.org/curated/en/438261468769491704/pdf/276290BR.pdf
25601,East Africa-South Asia : learning and exchanging indigenous knowledge,"The Africa Region's Indigenous Knowledge for Development Program promotes client/staff action learning through cross regional exchanges to learn about the impact of Indigenous Knowledge (IK) systems in development. The first such exchange and learning tour was organized in September-October 2002 between three East African countries (Ethiopia, Kenya and Uganda) and two South Asian countries (Sri Lanka and India). The exchange involved several innovative features which are highlighted here. The learning exchange included 16 development practitioners from Ethiopia, Kenya, Uganda (i.e., project staff from Bank-supported projects in early childhood development and medicinal plant projects, civil society representatives, a traditional healer, a parliamentarian and a minister) accompanied by 5 Bank staff working on these projects. The group visited counterparts in Sri Lanka and India, including projects using informatics for social sector development.",31-Mar-03,Brief,"['Munasinghe', 'P. C. Mohan']","['Adaptation to Climate Change', 'Climate Change and Agriculture', 'Children and Youth', 'Pharmaceuticals Industry', 'Agricultural Extension', 'Crops and Crop Management Systems', 'Reproductive Health', ""Early Child and Children's Health"", 'Pharmaceuticals & Pharmacoeconomics', 'Nutrition', 'Early Childhood Development']",AFRDE - Development Effective. (AFRDE),http://documents.worldbank.org/curated/en/349461468115757005/pdf/multi0page.pdf
51419,Capacity building program in Burkina Faso,"Burkina Faso was one of the five poorest countries in the world during the late 1990s. The formation of local Rural Producer Organizations (RPOs) has been a positive step in empowering of the farming community, which can be expected to contribute to the development of the overall economy, given the importance of the country's agricultural sector. The RPO capacity-building program in Burkina Faso is part of the National Agricultural Services Development Project, phase two (PNDSA II), approved by the World Bank in 1997. The PNDSA II 'user funding' concept allows end users, such as RPOs, to apply funds disbursed for agricultural services according to their needs and priorities. After getting their subprojects approved by the national financial management unit (FMU), local RPOs can contract with their preferred agriculture service providers. Although the impact of RPOs at the grassroots is not yet clear, the interest generated by the programs since the two-year pilot has yielded positive outcomes. For example, over 200 subproject proposals by RPOs have been funded by the FMU and are being implemented. However, it has not been possible for the World Bank and the government to grant funds for all accepted proposals due to high number of proposals and administrative constraints.",1-Jan-03,Working Paper,"['Bhatnagar', 'Deepti', 'Rathore', 'Animesh', 'Moreno Torres', 'Magui', 'Kanungo', 'Parameeta']","['Climate Change and Agriculture', 'Rural Settlements', 'Agricultural Extension', 'Crops and Crop Management Systems', 'Food Security', 'Agricultural Growth and Rural Development']",ECR Transition Unit (ECRTU),http://documents.worldbank.org/curated/en/385661468005972104/pdf/514190WP0BR0Em142027B01PUBLIC102003.pdf
35143,Case study of the decentralization of the extension services in Trinidad,"The case study could be best categorized as reform related to the decentralization and administration of the Extension Services, as part of overall reform of the Ministry of Food Production, Marine Exploitation, Forestry and the Environment (MPMEFE) in Trinidad. However, there was more to it than bringing the services closer to the farming community. It was also meant to strengthen the linkages among the various arms of the Ministry and provide a mechanism for delivering services in an integrated way to farmers and the public. The reform was conceived as part of an overall effort to place the farmer as the focal point of the Ministry's services and therefore, it was associated with proposals for advisory committees, management councils and the like. The Government, and the Minister of Food Production at the time placed strong emphasis on people's participation in development planning, and this was a strong element in the approach. Perhaps for the first time it was so forcefully and explicitly incorporated in policy statements in agriculture. The initiative for decentralization came from central government and not really from explicit demands from the public.",15-Nov-02,Working Paper,"['Douglas', 'Vernon', 'Seepersad', 'Joseph']","['Climate Change and Agriculture', 'Rural Settlements', 'Forests and Forestry', 'Agricultural Extension', 'Crops and Crop Management Systems', 'Forestry', 'Public Sector Administrative & Civil\n            Service Reform', 'Coastal and Marine Resources', 'Food Security', 'Energy and Natural Resources', 'Agricultural Growth and Rural Development', 'Democratic Government', 'Public Sector Administrative and Civil\n            Service Reform', 'De Facto Governments']",Agriculture & Environmental Serv (AES),http://documents.worldbank.org/curated/en/513881468311153612/pdf/351430TT0rev0Case0study0Seepersad.pdf
27809,Review of impact evaluation methodologies used by the Operations Evaluation Department over the past 25 years,"The purpose of this review is to: 1) take stock of impact evaluations conducted by the Operations Evaluation Department (OED) over the past 25 years; 2) examine the methodologies used; and 3) extract lessons for use in future evaluations. The review is based on a portfolio of 78 impact evaluations conducted by OED since 1979. The conclusion from this study is that OED has substantial experience with impact evaluations, but this experience is not well documented and the impact on Bank and borrower performance has not been tracked. OED should consider: a) add ""Impact Evaluations"" as a distinct, searchable product on OED's website with a description of the criteria for defining an impact evaluation; b) maintain an on-line impact evaluation database that includes key methodological characteristics and available information on the costs of the evaluation; and c) greater effort should be made to systematically collect information on the impact of OED impact evaluations, as assessed by government, operational staff, beneficiaries and donors.",4-Nov-02,Working Paper,"['Kappor', 'Anju Gupta']","['Climate Change and Agriculture', 'Sanitation and Sewerage', 'Engineering', 'Agricultural Extension', 'Crops and Crop Management Systems', 'Educational Sciences', 'Water and Human Health', 'Hydrology', 'Food Security', 'Water Supply and Sanitation Economics', 'Sanitary Environmental Engineering', 'Small Private Water Supply Providers', 'Environmental Engineering', 'Health and Sanitation', 'Town Water Supply and Sanitation']",Sector Evaluations (IEGSE),http://documents.worldbank.org/curated/en/517701468325778671/pdf/11160278090Review.pdf
34955,Safeguard policies: framework for improving development effectiveness - a discussion note : Politicas de salvaguarda: estrutura para melhorar a eficacia do desenvolvimento: texto para discussao,"This note discusses the emerging issues to which the safeguard system of the World Bank Group must respond, touches on current safeguards-related work undertaken by IFC and MIGA, and makes recommendations for the Bank that are intended to maintain and enhance due diligence while permitting innovations that improve development effectiveness. No changes to policies are proposed in the short-term. The Bank anticipates that both compliance and results will continue to improve because of measures already in place and additional actions proposed such as enhanced supervision and greater emphasis on results. Any changes to policies in the medium- to long-term would be made only after careful and transparent pilots are undertaken and evaluated, and discussions with Executive Directors, borrowers, and external stakeholders are carried out.",1-Oct-02,Working Paper,[],"['Trade Policy', 'ICT Policy and Strategies', 'Country Strategy & Performance', 'Agricultural Extension', 'Technology Industry']",Office of the Vice President (ESDVP),http://documents.worldbank.org/curated/en/528291468314712349/pdf/349550ARABIC0SafeguardsFrameworkPaper.pdf
91794,Cultivating eco-friendly coffee in El Salvador : Culture du café respectueuse de l'ecologie au Salvador,"Since traditional coffee cultivation can harm the ecosystem, efforts have been made to develop methods that will help maintain biodiversity. Shade-grown coffee seems to be one answer. As part of a Coffee and Biodiversity Project in El Salvador, a group of World Bank experts recently concluded that this type of coffee cultivation is not only a plus for the environment, but it can also be a profitable source of income for small and medium-size producers. Some Salvadoran farmers recently switched to shade-grown coffee techniques and turned their agriculture project into a lucrative venture, placing their product on gourmet world coffee markets. The project has shown that a comparatively small investment, $750,000 in this case, can have a significant effect, because the project can be extended and replicated in the future.",17-Sep-02,Brief,[],"['Forestry Management', 'Agricultural Industry', 'Agricultural Economics', 'Agricultural Extension', 'Biodiversity']",Agriculture - GP (GFADR),http://documents.worldbank.org/curated/en/897871468021648472/pdf/917940BRI020020e0Box0385351B0PUBLIC.pdf
91794,Cultivating eco-friendly coffee in El Salvador : Cultivo de cafe ecologicamente amigable en El Salvador,"Since traditional coffee cultivation can harm the ecosystem, efforts have been made to develop methods that will help maintain biodiversity. Shade-grown coffee seems to be one answer. As part of a Coffee and Biodiversity Project in El Salvador, a group of World Bank experts recently concluded that this type of coffee cultivation is not only a plus for the environment, but it can also be a profitable source of income for small and medium-size producers. Some Salvadoran farmers recently switched to shade-grown coffee techniques and turned their agriculture project into a lucrative venture, placing their product on gourmet world coffee markets. The project has shown that a comparatively small investment, $750,000 in this case, can have a significant effect, because the project can be extended and replicated in the future.",17-Sep-02,Brief,[],"['Crops and Crop Management Systems', 'Agricultural Extension', 'Biodiversity', 'Ecosystems and Natural Habitats', 'Agricultural Economics']",Agriculture - GP (GFADR),http://documents.worldbank.org/curated/en/897871468021648472/pdf/917940BRI020020e0Box0385351B0PUBLIC.pdf
25085,Reconstruction and development program in Bosnia and Herzegovina : progress update : Program svjetske banke obnove i razvoja u Bosni i Hercegovini : pregled projekata,"Since 1996 when the World Bank started operating in Bosnia and Herzegovina, there has been a remarkable transformation of a society and economy devastated by four years of war. This has involved the rebuilding of the country's infrastructure, as well as the birth of new political institutions and processes and more modern economic base. Improvements have been especially visible in the banking sector, and in social, financial and business reforms. Yet, if these improvements and developments are to be sustained in the longer term, Bosnia -Herzegovina needs to accelerate and deepen the reform process. The need is even greater in the light of the continuing decline in foreign aid which must be replaced with local and foreign private investments. Success in attracting these investments will depend on the creation of Bosnia's single market-oriented economic space, the eradication of corruption, simplification of registration procedures and more effective regulation of taxation, customs and trade systems. There are currently 20 active, and 23 implemented and closed projects financed in Bosnia-Herzegovina by the World Bank for a total of US$940 million. These loans have been disbursed under standard IDA terms, repayable in 35 years, including a 10-year grace period, without interests, and with a one percent servicing fee.",1-Jun-02,Working Paper,[],"['Knowledge Economy', 'Country Strategy & Performance', 'ICT Policy and Strategies', 'Agricultural Extension', 'Education for the Knowledge Economy']",Bosnia-Montenegro Country Office (ECCBM),http://documents.worldbank.org/curated/en/966351468006622958/pdf/250850Foreign0language.pdf
24570,Developing African capacity for monitoring and evaluation,"Good governance-supported by monitoring and evaluation (M&E)-is essential for sustained and rapid development in Africa, concluded participants in the Johannesburg 2000 Workshop and Seminar on developing African capacity for evaluation. Several converging priorities in public policy reform-reducing corruption, strengthening civil society, and reducing poverty-require sound analysis based on adequate information. Demand is growing for M&E and for the benefits of networking within a regional evaluation community to develop African perspectives on development and evaluation. Evaluation skills and experience exist on the African continent, but they are scarce. The challenge is to expand the supply of evaluation know-how, to create local ownership of M&E and to link it to other national development processes.",23-Sep-01,Brief,"['Campbell-Page', 'Elizabeth [editor-in-chief]']","['Climate Change and Agriculture', 'Post Conflict Reintegration', 'Health Care Services Industry', 'Agricultural Extension', 'Crops and Crop Management Systems', 'Post Conflict Reconstruction', 'Inequality']","Comm., Learning & Strategy (IEGCS)",http://documents.worldbank.org/curated/en/215031468741660426/pdf/245700Precis2131Spanish.pdf
33337,"Brasil - Barreiras juridicas, administrativas e politicas aos investimentos no Brasil : O quadro dominate das leis e das politicas e o papel da promocao dos investimentos","This report identifies administrative barriers which impede Brazil from reaching its full potential as a participant in foreign direct investment, particularly as an exporter of manufactured products, and makes recommendations to improve the investment climate, such as reforming the legislative framework, changing macroeconomic policies to attract foreign investment; and making administrative requirements conducive to establishing and operating businesses. The report ends by discussing a national strategy to promote investments, to be executed by a recently constituted national agency, Investe Brasil. The report comprises two volumes with the first focusing on the current legal and policy framework and investment promotion and the second volume consisting of a case study of existing administrative barriers in Sao Paulo and Rio de Janeiro.",1-Jun-01,Working Paper,['Foreign Investment Advisory Service'],"['Peace & Peacekeeping', 'Montreal Protocol', 'Trade and Regional Integration', 'Information Technology', 'Agricultural Extension']",Industry - WB (CICIN),http://documents.worldbank.org/curated/en/764221468228533015/pdf/333370V10Barreiras0juridicas.pdf
33337,"Brasil - Barreiras juridicas, administrativas e politicas aos investimentos no Brasil (Vol. 2) : Barreiras administrativas aos investimentos no Brasil -- O caso de Sao Paulo e Rio de Janeiro","This report identifies administrative barriers which impede Brazil from reaching its full potential as a participant in foreign direct investment, particularly as an exporter of manufactured products, and makes recommendations to improve the investment climate, such as reforming the legislative framework, changing macroeconomic policies to attract foreign investment; and making administrative requirements conducive to establishing and operating businesses. The report ends by discussing a national strategy to promote investments, to be executed by a recently constituted national agency, Investe Brasil. The report comprises two volumes with the first focusing on the current legal and policy framework and investment promotion and the second volume consisting of a case study of existing administrative barriers in Sao Paulo and Rio de Janeiro.",1-May-01,Working Paper,['Foreign Investment Advisory Service'],"['Education for the Knowledge Economy', 'Montreal Protocol', 'National Governance', 'Information Technology', 'Agricultural Extension']",Industry - WB (CICIN),http://documents.worldbank.org/curated/en/764221468228533015/pdf/333370V10Barreiras0juridicas.pdf
22080,Indigenous knowledge and local power : negotiating change in West Africa,"Though the development, articulation, and systematization of indigenous knowledge in Africa are most often seen as issues of culture and local epistemology, they have at the same time critical power dimensions. The relation between local knowledge bases - and practitioners - on the one hand and central or Westernized ones on the other is manifestly a high-power/low-power situation, a matter most often quite acutely and accurately perceived by local people themselves. Until and unless the 'terms of trade"" between these two spheres are significantly altered, or at least cast in a framework that promises some renegotiation, it is entirely understandable that the repositories of indigenous science would choose to keep it ""off the market.""",1-Jan-01,Brief,"['Easton', 'Peter', 'Belloncle', 'Guy']","['Climate Change and Agriculture', 'Rural Settlements', 'Agricultural Extension', 'Crops and Crop Management Systems', 'Skills Development and Labor Force Training', 'International Trade and Trade Rules', 'Agricultural Growth and Rural Development']",AFT: Knowledge & Learning (AFTKL),http://documents.worldbank.org/curated/en/223811511171126171/pdf/22080-FRENCH-PUBLIC-FRIKNT28.pdf
22133,Uganda : information technology and rural development - the Nakaseke multi-purpose telecenter,"While often modern technology tends to bypass local communities in remote regions, recent technological advancements in communications have erased geographical distances, and infra-structural bottlenecks: located in some fifty kilometers north of Kampala, Uganda, in a remote village, the Nakaseke Multi-purpose Community Tele-center, has introduced new information, and communication technologies to this rural area, and catalyzed a number of development activities in the region. The Tele-center is part of a chain of five donor supported Tele-center projects in Africa, whose overall objective is to stimulate rural development, by facilitating access to information, learning resources, and communication technologies by the Nakaseke, and Kasangombe communities, and to support improved medical services through telemedicine. The early involvement of the communities, helped mainstream Tele-center issues into community activities, by localizing its applications to an understandable level for the communities. Nakaseke is a successful example of transferring the maintenance costs from donors, to the local communities, thereby moving towards sustainable local ownership. Among its challenges, the development of a framework for information dissemination, sharing, and networking is in the process, by forging practical linkages within information communication technology initiatives in, and outside the country.",31-Dec-00,Brief,"['Prakash', 'Siddhartha']","['Climate Change and Agriculture', 'Pharmaceuticals Industry', 'Agricultural Extension', 'Crops and Crop Management Systems', 'Health Information & Communications Technologies', 'Pharmaceuticals & Pharmacoeconomics', 'Educational Sciences']",AFT: Private Sector (AFTPS),http://documents.worldbank.org/curated/en/409441468110949181/pdf/22133-Replacement-file-IKNT27.pdf
72130,Beneficiary assessment for agricultural extension : a manual of good practice,"Agricultural extension programs are under increasing pressure to show results in order to maintain financing from public budgets. Experience indicates that agricultural extension systems must respond to farmer's real needs, if they are to show results and be effective. Evaluating the quality and effectiveness of extension services is difficult, but is essential to improving program operations and maintaining funding. Beneficiary assessment is a tool that has proven effective in providing decision makers with information on how farmers view extension services. This Agricultural Knowledge and Information Systems (AKIS) good practice note describes good practice in carrying out beneficiary assessments. 'AKIS good practice notes' are designed to disseminate views, experiences, and ideas that may assist World Bank team leaders, national counterparts from borrower countries, and other partners to prepare and implement projects to strengthen agricultural research, extension, and education programs. The AKIS thematic team includes World Bank staff working in or interested in research, extension, and education programs. The team objective is to enhance the effectiveness of Bank support to agricultural knowledge and information system development. This, in turn, contributes to the Bank's objectives of alleviating poverty, ensuring food security, and improving sustainable management of natural resources. The AKIS team emphasizes policy, institutional, and management issues associated with agricultural research, extension, and education. Other thematic teams focus on technical issues. The team mission is to 'promote the development of sustainable and productive agricultural research, extension, and education systems in Bank client countries.'",1-Oct-00,Working Paper,"['Salmen', 'Lawrence F.']","['Climate Change and Agriculture', 'Agricultural Extension', 'Crops and Crop Management Systems', 'Educational Sciences', 'Gender and Development']",Social Development Department (SDV),http://documents.worldbank.org/curated/en/660461468337246638/pdf/721300WP0coll008027020120Box370107B.pdf
