id,use_case,project,description,implementer,region,country,documents,sectors,years,contacts
P178796,Enhanced Rice Production,Methane-Reducing and Water-Saving Paddy Rice Program for Results (Hunan),"This use case example demonstrates the targeted intervention in rice production via specialized sub-plans under a broader agricultural project. In the context of China's vast agricultural landscape, the High-Standard Farmland Construction Program (HSFCP) encompasses the entire mainland, focusing on rice, wheat, and maize. Specifically, the HSFCP-Rice sub-plan addresses the unique needs of the main rice-producing provinces by categorizing rice production systems based on regional differences in climate and soil conditions—ranging from one rice crop in the Northeast to two to three crops in warmer regions. The initiative is characterized by its comprehensive approach that mirrors the broader HSFCP objectives, emphasizing climate-adapted cultivation strategies, efficient water use, and sustainable farming practices to enhance quality and yield. An important aspect of this project is its significant budget allocation, constituting about one-third of the overall HSFCP funds, indicative of the significant priority placed on rice production within China's agricultural sector.",Hunan Provincial Department of Agriculture and Rural Affairs,East Asia and Pacific,China,"[""'Project Information Document': 'http://documents.worldbank.org/curated/en/099720010112233577/pdf/P17879608a70fe050ba3a0b5efdc36f052.pdf'"", ""'Program-for-Results Environmental and Social\n            Systems Assessment': 'http://documents.worldbank.org/curated/en/099051023165510443/pdf/P17879602051c60f09f660f87dbde487b4.pdf'"", ""'Program Information Document': 'http://documents.worldbank.org/curated/en/099033023051517571/pdf/P178796024ca4f0f0a1a102cbd67ab8c86.pdf'"", ""'Program-for-Results Fiduciary Systems Assessment': 'http://documents.worldbank.org/curated/en/099051023165533168/pdf/P17879601b462e050ae2a0d074182198c2.pdf'"", ""'Project Appraisal Document': 'http://documents.worldbank.org/curated/en/099051123171042393/pdf/BOSIB00cc979df0a30bc610e840f8cc6be2.pdf'"", ""'Program-for-Results Technical Assessment': 'http://documents.worldbank.org/curated/en/099051023165519423/pdf/P17879602ca5af0a0ae8000239f157ecc2.pdf'"", ""'Implementation Status and Results Report': 'http://documents.worldbank.org/curated/en/099091223212034666/pdf/P17879605f24f007c08caf07fb7231c2be1.pdf'""]","['Agricultural Extension, Research, and Other Support Activities', 'Irrigation and Drainage']","['2023', '2024', '2025', '2026', '2027', '2028']","['Xiaokai Li', 'Guo Li', 'Si Gou']"
P178796,Environmental and Social Enhancement,Methane-Reducing and Water-Saving Paddy Rice Program for Results (Hunan),"This use case example illustrates an integrated approach to promoting green and resilient paddy production while managing environmental and social risks. Set in the backdrop of China's National High-Standard Farmland Construction Plan (2021-2030), the program aims to support a subset of activities, ranging from policy reforms, irrigation and water management improvements, nutrient management, to institutional strengthening. Notably, interventions like the adoption of smart irrigation technologies, soil testing, and fertilizer optimization strategies typify efforts to reduce reliance on chemicals, thus contributing to environmental sustainability. The program's design is cautious of environmental and social risks, excluding activities with potential adverse impacts, such as large-scale infrastructure projects that may exacerbate water scarcity. Through such exclusions and the inclusion of beneficial practices, the program works towards achieving significant positive environmental and social outcomes in participating regions, effectively balancing agricultural productivity with ecosystem health and community welfare.",Hunan Provincial Department of Agriculture and Rural Affairs,East Asia and Pacific,China,"[""'Project Information Document': 'http://documents.worldbank.org/curated/en/099720010112233577/pdf/P17879608a70fe050ba3a0b5efdc36f052.pdf'"", ""'Program-for-Results Environmental and Social\n            Systems Assessment': 'http://documents.worldbank.org/curated/en/099051023165510443/pdf/P17879602051c60f09f660f87dbde487b4.pdf'"", ""'Program Information Document': 'http://documents.worldbank.org/curated/en/099033023051517571/pdf/P178796024ca4f0f0a1a102cbd67ab8c86.pdf'"", ""'Program-for-Results Fiduciary Systems Assessment': 'http://documents.worldbank.org/curated/en/099051023165533168/pdf/P17879601b462e050ae2a0d074182198c2.pdf'"", ""'Project Appraisal Document': 'http://documents.worldbank.org/curated/en/099051123171042393/pdf/BOSIB00cc979df0a30bc610e840f8cc6be2.pdf'"", ""'Program-for-Results Technical Assessment': 'http://documents.worldbank.org/curated/en/099051023165519423/pdf/P17879602ca5af0a0ae8000239f157ecc2.pdf'"", ""'Implementation Status and Results Report': 'http://documents.worldbank.org/curated/en/099091223212034666/pdf/P17879605f24f007c08caf07fb7231c2be1.pdf'""]","['Agricultural Extension, Research, and Other Support Activities', 'Irrigation and Drainage']","['2023', '2024', '2025', '2026', '2027', '2028']","['Xiaokai Li', 'Guo Li', 'Si Gou']"
P170035,Enhancing Sector Governance,"Agriculture Governance, Growth and Resilience Investment Project","This use case example details the process of enhancing sector governance and agriculture knowledge management to improve policy formulation, public spending monitoring, and evaluation in the agriculture sector. In the context of the Agriculture Governance Growth and Resilience Investment Project, key institutions were digitalized, and service delivery in food quality and safety was enhanced. Efforts focused on supporting the Ministry of Agriculture, Forestry, and Irrigation (MAFI) extension services, modernizing veterinary services, and strengthening linkages between business service providers and farmers. A notable initiative included upgrading the functionality of the Agency for Interventions and Payments in Agriculture (AIPA), involving technical assistance for aligning with EU fiduciary requirements, staffing reforms, technical upgrades, and digitalization efforts. Another critical sub-component was improving food safety systems, which aimed to build human, institutional, and technical capacities for food quality and safety management, aligning with EU standards. Activities encompassed regulatory support for harmonizing national frameworks with EU requirements, institutional capacity building, and technical enhancements to food safety management institutions.",Ministry of Agriculture and Food Industry,Europe and Central Asia,Moldova,"[""'Environmental and Social Management Framework': 'http://documents.worldbank.org/curated/en/099050523162542021/pdf/P170035053503104e0895307b45143064ba.pdf'"", ""'Procedure and Checklist': 'http://documents.worldbank.org/curated/en/099050523162513688/pdf/P1700350a933760f0a6f60f7eead7762ab.pdf'"", ""'Environmental and Social Commitment Plan': 'http://documents.worldbank.org/curated/en/099050823083521424/pdf/P17003507ae840020b2e206c5d7820a010.pdf'"", ""'Environmental and Social Management Plan': 'http://documents.worldbank.org/curated/en/099050823083535278/pdf/P1700350eb2ba2020a8b30ad9bff56ba31.pdf'"", ""'Project Appraisal Document': 'http://documents.worldbank.org/curated/en/099051123140057357/pdf/BOSIB03b23751a04e0802b02c628739a8ce.pdf'"", ""'Disbursement Letter': 'http://documents.worldbank.org/curated/en/099060523100534480/pdf/P1700350390a52080089300dec48c166868.pdf'"", ""'Loan Agreement': 'http://documents.worldbank.org/curated/en/099060523100522987/pdf/P1700350450c8002c0b4a7093e33e65676c.pdf'"", ""'Implementation Status and Results Report': 'http://documents.worldbank.org/curated/en/099091523165067845/pdf/P17003504947990fd0becf0774eac84c32e.pdf'"", ""'Procurement Plan': 'http://documents.worldbank.org/curated/en/099010924081516109/pdf/P1700351694a6b0951932d1a208136f6b58.pdf'""]","['Agricultural markets, commercialization and agri-business', 'Irrigation and Drainage', 'Public Administration - Agriculture, Fishing & Forestry', 'Livestock', 'Agricultural Extension, Research, and Other Support Activities']","['2023', '2024', '2025', '2026', '2027', '2028', '2029']",['Anatol Gobjila']
P170035,Agricultural Knowledge Enhancement,"Agriculture Governance, Growth and Resilience Investment Project","This use case example showcases the efforts to enhance access to agricultural knowledge among Moldovan farmers, aiming to bolster their competitiveness and ensure effective absorption of public and EU funds. In the context of fragmented and inefficient knowledge management systems, the initiative prioritized modernizing advisory services, incorporating gender-inclusive approaches, and offering customized services. The establishment of the Agricultural and Rural Advisory Center (ARAC) as the apex institution for providing consolidated advisory services was a significant step. This move was supplemented by legislative reviews, coaching programs, the development of digital tools, and the creation of an agricultural market information system. Efforts aimed to decentralize knowledge management and advisory service delivery to improve access to essential knowledge through web and mobile applications, online courses, and kiosks. A focus on climate resilience, including promoting climate-smart technologies and farming practices, was integral to revamping advisory services effectively.",Ministry of Agriculture and Food Industry,Europe and Central Asia,Moldova,"[""'Environmental and Social Management Framework': 'http://documents.worldbank.org/curated/en/099050523162542021/pdf/P170035053503104e0895307b45143064ba.pdf'"", ""'Procedure and Checklist': 'http://documents.worldbank.org/curated/en/099050523162513688/pdf/P1700350a933760f0a6f60f7eead7762ab.pdf'"", ""'Environmental and Social Commitment Plan': 'http://documents.worldbank.org/curated/en/099050823083521424/pdf/P17003507ae840020b2e206c5d7820a010.pdf'"", ""'Environmental and Social Management Plan': 'http://documents.worldbank.org/curated/en/099050823083535278/pdf/P1700350eb2ba2020a8b30ad9bff56ba31.pdf'"", ""'Project Appraisal Document': 'http://documents.worldbank.org/curated/en/099051123140057357/pdf/BOSIB03b23751a04e0802b02c628739a8ce.pdf'"", ""'Disbursement Letter': 'http://documents.worldbank.org/curated/en/099060523100534480/pdf/P1700350390a52080089300dec48c166868.pdf'"", ""'Loan Agreement': 'http://documents.worldbank.org/curated/en/099060523100522987/pdf/P1700350450c8002c0b4a7093e33e65676c.pdf'"", ""'Implementation Status and Results Report': 'http://documents.worldbank.org/curated/en/099091523165067845/pdf/P17003504947990fd0becf0774eac84c32e.pdf'"", ""'Procurement Plan': 'http://documents.worldbank.org/curated/en/099010924081516109/pdf/P1700351694a6b0951932d1a208136f6b58.pdf'""]","['Agricultural markets, commercialization and agri-business', 'Irrigation and Drainage', 'Public Administration - Agriculture, Fishing & Forestry', 'Livestock', 'Agricultural Extension, Research, and Other Support Activities']","['2023', '2024', '2025', '2026', '2027', '2028', '2029']",['Anatol Gobjila']
P179818,Strengthening Delivery Systems,Tanzania Food Systems Resilience Program,"This use case example demonstrates the approach of strengthening delivery systems in agricultural research, extension, and seed dissemination. In the context of the Tanzania Food Systems Resilience Program, a multi-phase endeavor aimed at enhancing food system resilience across Eastern and Southern Africa, Phase 2 has been specifically dedicated to supporting resilience by boosting agricultural service delivery alongside the adoption of climate-resilient technologies and better fiscal performance within the agricultural sector. The program allocates US$300 million towards these objectives, with a significant focus on improving service delivery mechanisms. The operation delineates three key result areas, the first of which emphasizes refining the systems in place for agricultural research, extension services, and seed distribution through interventions such as developing sustainable financing mechanisms for climate-resilient agricultural technologies, enhancing extension outreach with Information and Communication Technology (ICT) solutions for promoting climate-smart practices, and strengthening the seed value chain. The initiative not only aims at expanding the reach of agricultural services but also at ensuring these services are effectively aligned with the needs of modern agriculture, particularly under the increasing threat of climate change.","Ministry of Agriculture, Irrigation, Natural Resources and Livestock, Ministry of Agriculture",Eastern and Southern Africa,Eastern and Southern Africa,"[""'Program-for-Results Technical Assessment': 'http://documents.worldbank.org/curated/en/099050923124036332/pdf/P1798180b5491f0d0b8f4050acf8e97221.pdf'"", ""'Disbursement Letter': 'http://documents.worldbank.org/curated/en/099063023114546525/pdf/P17981806d6e8d0c60b6d005c4821bef1ce.pdf'"", ""'Project Agreement': 'http://documents.worldbank.org/curated/en/099092923105080764/pdf/P1798180c0c9860410988e0cf6401905b53.pdf'"", ""'Financing Agreement': 'http://documents.worldbank.org/curated/en/099063023114014207/pdf/P1798180a3d2d3064092b80605be69eaa92.pdf'"", ""'Letter': 'http://documents.worldbank.org/curated/en/099071123113528458/pdf/P1798180700c1e023082a007e3736ceba25.pdf'"", ""'Implementation Status and Results Report': 'http://documents.worldbank.org/curated/en/099101723110540133/pdf/P179818060a3240360bc7407fcaa531909c.pdf'"", ""'Project Paper': 'http://documents.worldbank.org/curated/en/099110723175021307/pdf/P17981805e9acb00109e56099d84b8f949d.pdf'"", ""'Procurement Plan': 'http://documents.worldbank.org/curated/en/099012224055016479/pdf/P17981815cacce0941b5891eee0209f1bcd.pdf'""]","['Other Agriculture, Fishing and Forestry', 'Agricultural markets, commercialization and agri-business', 'Public Administration - Agriculture, Fishing & Forestry', 'Irrigation and Drainage', 'Agricultural Extension, Research, and Other Support Activities']","['2023', '2024', '2025', '2026', '2027', '2028']","['Emma Isinika Modamba', 'Timothy D Robertson']"
P179818,Developing Resilient Rural Infrastructure,Tanzania Food Systems Resilience Program,"This use case example focuses on developing resilient rural agricultural infrastructure to support food systems resilience. Within the scope of the Tanzania Food Systems Resilience Program, a substantial element pertains to the improvement of infrastructure critical to agricultural productivity and sustainability. The program, being part of a larger, multi-phase effort spanning several countries in Eastern and Southern Africa, dedicates a portion of its US$300 million budget to this endeavor. Key interventions under this initiative include the introduction and implementation of performance-based Operations Management and Maintenance (OMM) contracts for infrastructure projects, the effective management of public warehouse facilities to improve storage capacity and reduce post-harvest losses, and the comprehensive assessment and scaling up of soil health management practices. These strategic emphases are designed to bolster the resilience of rural infrastructures against environmental stresses, thereby ensuring a more reliable and climate-adaptive agricultural framework. By facilitating more robust and sustainable structures, the program aims to foster a conducive environment for the delivery of critical agricultural services and enhance the overall productivity of the sector.","Ministry of Agriculture, Irrigation, Natural Resources and Livestock, Ministry of Agriculture",Eastern and Southern Africa,Eastern and Southern Africa,"[""'Program-for-Results Technical Assessment': 'http://documents.worldbank.org/curated/en/099050923124036332/pdf/P1798180b5491f0d0b8f4050acf8e97221.pdf'"", ""'Disbursement Letter': 'http://documents.worldbank.org/curated/en/099063023114546525/pdf/P17981806d6e8d0c60b6d005c4821bef1ce.pdf'"", ""'Project Agreement': 'http://documents.worldbank.org/curated/en/099092923105080764/pdf/P1798180c0c9860410988e0cf6401905b53.pdf'"", ""'Financing Agreement': 'http://documents.worldbank.org/curated/en/099063023114014207/pdf/P1798180a3d2d3064092b80605be69eaa92.pdf'"", ""'Letter': 'http://documents.worldbank.org/curated/en/099071123113528458/pdf/P1798180700c1e023082a007e3736ceba25.pdf'"", ""'Implementation Status and Results Report': 'http://documents.worldbank.org/curated/en/099101723110540133/pdf/P179818060a3240360bc7407fcaa531909c.pdf'"", ""'Project Paper': 'http://documents.worldbank.org/curated/en/099110723175021307/pdf/P17981805e9acb00109e56099d84b8f949d.pdf'"", ""'Procurement Plan': 'http://documents.worldbank.org/curated/en/099012224055016479/pdf/P17981815cacce0941b5891eee0209f1bcd.pdf'""]","['Other Agriculture, Fishing and Forestry', 'Agricultural markets, commercialization and agri-business', 'Public Administration - Agriculture, Fishing & Forestry', 'Irrigation and Drainage', 'Agricultural Extension, Research, and Other Support Activities']","['2023', '2024', '2025', '2026', '2027', '2028']","['Emma Isinika Modamba', 'Timothy D Robertson']"
P179818,Strengthening Fiscal Performance,Tanzania Food Systems Resilience Program,"This use case example represents the method of strengthening fiscal performance within the agricultural sector to enable priority investments, as part of the Tanzania Food Systems Resilience Program. In addressing the challenges associated with food system resilience, the program underscores the importance of enhancing fiscal management and governance in agriculture. With a total operation budget of US$300 million, the program's third key result area focuses on improving fiscal performance by implementing strategies such as improving budget monitoring and predictability in agriculture, thereby ensuring more efficient and effective use of resources. The initiative also involves scaling up financial support for the development and dissemination of climate-resilient technologies, which is critical for adapting to the rapidly changing climatic conditions that impact agricultural productivity. Through these efforts, the program seeks to establish a stronger financial foundation for the agricultural sector, enabling it to better support the delivery of essential services and invest in priority areas such as climate resilience, infrastructure development, and innovative agricultural technologies.","Ministry of Agriculture, Irrigation, Natural Resources and Livestock, Ministry of Agriculture",Eastern and Southern Africa,Eastern and Southern Africa,"[""'Program-for-Results Technical Assessment': 'http://documents.worldbank.org/curated/en/099050923124036332/pdf/P1798180b5491f0d0b8f4050acf8e97221.pdf'"", ""'Disbursement Letter': 'http://documents.worldbank.org/curated/en/099063023114546525/pdf/P17981806d6e8d0c60b6d005c4821bef1ce.pdf'"", ""'Project Agreement': 'http://documents.worldbank.org/curated/en/099092923105080764/pdf/P1798180c0c9860410988e0cf6401905b53.pdf'"", ""'Financing Agreement': 'http://documents.worldbank.org/curated/en/099063023114014207/pdf/P1798180a3d2d3064092b80605be69eaa92.pdf'"", ""'Letter': 'http://documents.worldbank.org/curated/en/099071123113528458/pdf/P1798180700c1e023082a007e3736ceba25.pdf'"", ""'Implementation Status and Results Report': 'http://documents.worldbank.org/curated/en/099101723110540133/pdf/P179818060a3240360bc7407fcaa531909c.pdf'"", ""'Project Paper': 'http://documents.worldbank.org/curated/en/099110723175021307/pdf/P17981805e9acb00109e56099d84b8f949d.pdf'"", ""'Procurement Plan': 'http://documents.worldbank.org/curated/en/099012224055016479/pdf/P17981815cacce0941b5891eee0209f1bcd.pdf'""]","['Other Agriculture, Fishing and Forestry', 'Agricultural markets, commercialization and agri-business', 'Public Administration - Agriculture, Fishing & Forestry', 'Irrigation and Drainage', 'Agricultural Extension, Research, and Other Support Activities']","['2023', '2024', '2025', '2026', '2027', '2028']","['Emma Isinika Modamba', 'Timothy D Robertson']"
P174137,Coastal Resilience Planning,Philippine Fisheries and Coastal Resiliency Project,"This use case example illustrates the development and implementation of Fisheries and Coastal Resilient Resource Planning & Management within a developing nation's coastal regions. In the context of aiming for an ecosystem approach to fisheries management, the project team embarked on creating comprehensive planning frameworks and institutional arrangements. These plans included overarching Fisheries Management Area (FMA) Framework Plans, targeted fisheries management plans, aquaculture development, and marine habitat management and restoration plans. The endeavor focused on establishing the necessary capacity, regulatory frameworks, and management measures to ensure the sustainable exploitation and conservation of marine resources. It specifically targeted the development of plans that would pave the way for holistic ecosystem preservation, thus ensuring that fisheries management efforts are sustainable, inclusive, and contribute to the resilience of coastal communities against environmental changes.",Department of Agriculture - Bureau of Fisheries and Aquatic Resources,East Asia and Pacific,Philippines,"[""'Project Information Document': 'http://documents.worldbank.org/curated/en/099255012152126357/pdf/Project0Inform0y0Project000P174137.pdf'"", ""'Project Appraisal Document': 'http://documents.worldbank.org/curated/en/099051023165037940/pdf/BOSIB028a0c8a70c908b570ed2aadfbedc8.pdf'"", ""'Loan Agreement': 'http://documents.worldbank.org/curated/en/099062623084510710/pdf/P1741370f2c52a0f50bcf005515319fc9d8.pdf'"", ""'Disbursement Letter': 'http://documents.worldbank.org/curated/en/099062623084538915/pdf/P17413703c55f207f0870c084c050449b44.pdf'"", ""'Minutes': 'http://documents.worldbank.org/curated/en/099072623174017163/pdf/BOSIB0823d6e47052093e2091467ae9d647.pdf'"", ""'Implementation Status and Results Report': 'http://documents.worldbank.org/curated/en/099090323235023192/pdf/P174137007a70103f087ab0eb5b4f991567.pdf'"", ""'Environmental and Social Commitment Plan': 'http://documents.worldbank.org/curated/en/099111023165039342/pdf/P1741370cab8b80eb0b3770b291f0a4ad9a.pdf'"", ""'Procurement Plan': 'http://documents.worldbank.org/curated/en/099010624223528274/pdf/P174137112608c0f8190d81c96156b75c2b.pdf'""]","['Public Administration - Agriculture, Fishing & Forestry', 'Fisheries']","['2023', '2024', '2025', '2026', '2027', '2028', '2029']","['Jingjie Chu', 'Milen F. Dyoulgerov Vollen']"
P174137,Baseline Establishment and Monitoring,Philippine Fisheries and Coastal Resiliency Project,"This use case example involves the development and establishment of environmental and socio-economic baselines for monitoring fisheries and marine habitats. In the context of elevating conservation efforts within specific Fisheries Management Areas (FMAs), the project team initiated the design, piloting, and establishment of survey systems aimed at gathering crucial baseline data. The approach sought to refine existing survey systems by incorporating municipal fisheries into the catch and effort statistics for each FMA, thereby ensuring a more comprehensive monitoring framework. By enhancing the accuracy and scope of baseline data, the initiative laid a foundational step towards effective management and conservation strategies, aimed at sustaining ecological balance and supporting the socio-economic wellbeing of coastal communities.",Department of Agriculture - Bureau of Fisheries and Aquatic Resources,East Asia and Pacific,Philippines,"[""'Project Information Document': 'http://documents.worldbank.org/curated/en/099255012152126357/pdf/Project0Inform0y0Project000P174137.pdf'"", ""'Project Appraisal Document': 'http://documents.worldbank.org/curated/en/099051023165037940/pdf/BOSIB028a0c8a70c908b570ed2aadfbedc8.pdf'"", ""'Loan Agreement': 'http://documents.worldbank.org/curated/en/099062623084510710/pdf/P1741370f2c52a0f50bcf005515319fc9d8.pdf'"", ""'Disbursement Letter': 'http://documents.worldbank.org/curated/en/099062623084538915/pdf/P17413703c55f207f0870c084c050449b44.pdf'"", ""'Minutes': 'http://documents.worldbank.org/curated/en/099072623174017163/pdf/BOSIB0823d6e47052093e2091467ae9d647.pdf'"", ""'Implementation Status and Results Report': 'http://documents.worldbank.org/curated/en/099090323235023192/pdf/P174137007a70103f087ab0eb5b4f991567.pdf'"", ""'Environmental and Social Commitment Plan': 'http://documents.worldbank.org/curated/en/099111023165039342/pdf/P1741370cab8b80eb0b3770b291f0a4ad9a.pdf'"", ""'Procurement Plan': 'http://documents.worldbank.org/curated/en/099010624223528274/pdf/P174137112608c0f8190d81c96156b75c2b.pdf'""]","['Public Administration - Agriculture, Fishing & Forestry', 'Fisheries']","['2023', '2024', '2025', '2026', '2027', '2028', '2029']","['Jingjie Chu', 'Milen F. Dyoulgerov Vollen']"
P174137,Communication and Education,Philippine Fisheries and Coastal Resiliency Project,"This use case example discusses the implementation of a comprehensive communication and education strategy aimed at promoting understanding and support for fisheries management plans and conservation measures among key stakeholders. In the context of widespread community engagement and participation in Fisheries Management Area (FMA) initiatives, the method emphasized the creation and execution of annual communication and education campaigns. It included leveraging different local languages, establishing a data-driven project website, and engaging stakeholders through social media. This multidimensional approach effectively built community awareness and endorsement of new fishing controls, sanctions for non-compliance, and available livelihood support systems, thereby fostering a collaborative and informed stakeholder base for sustainable fisheries management.",Department of Agriculture - Bureau of Fisheries and Aquatic Resources,East Asia and Pacific,Philippines,"[""'Project Information Document': 'http://documents.worldbank.org/curated/en/099255012152126357/pdf/Project0Inform0y0Project000P174137.pdf'"", ""'Project Appraisal Document': 'http://documents.worldbank.org/curated/en/099051023165037940/pdf/BOSIB028a0c8a70c908b570ed2aadfbedc8.pdf'"", ""'Loan Agreement': 'http://documents.worldbank.org/curated/en/099062623084510710/pdf/P1741370f2c52a0f50bcf005515319fc9d8.pdf'"", ""'Disbursement Letter': 'http://documents.worldbank.org/curated/en/099062623084538915/pdf/P17413703c55f207f0870c084c050449b44.pdf'"", ""'Minutes': 'http://documents.worldbank.org/curated/en/099072623174017163/pdf/BOSIB0823d6e47052093e2091467ae9d647.pdf'"", ""'Implementation Status and Results Report': 'http://documents.worldbank.org/curated/en/099090323235023192/pdf/P174137007a70103f087ab0eb5b4f991567.pdf'"", ""'Environmental and Social Commitment Plan': 'http://documents.worldbank.org/curated/en/099111023165039342/pdf/P1741370cab8b80eb0b3770b291f0a4ad9a.pdf'"", ""'Procurement Plan': 'http://documents.worldbank.org/curated/en/099010624223528274/pdf/P174137112608c0f8190d81c96156b75c2b.pdf'""]","['Public Administration - Agriculture, Fishing & Forestry', 'Fisheries']","['2023', '2024', '2025', '2026', '2027', '2028', '2029']","['Jingjie Chu', 'Milen F. Dyoulgerov Vollen']"
P174137,Habitat Management and Restoration,Philippine Fisheries and Coastal Resiliency Project,"This use case example explores the execution of Marine Habitat Management and Restoration Plans (MHMRPs) within designated coastal zones. In the context of comprehensive Coastal Resource Management (CRM) efforts, the project paid special attention to the establishment of community-led management regimes for littoral and near-shore habitats. These regimes invited community participation in return for instituting sustainable management systems, complemented by initiatives such as beach clean-up, mangrove and coral reef rehabilitation, and restocking efforts. This method not only aimed at preserving critical habitats but also at empowering local communities through capacity building, technical assistance, and the implementation of sustainable management practices, thus fostering both ecological conservation and community resilience.",Department of Agriculture - Bureau of Fisheries and Aquatic Resources,East Asia and Pacific,Philippines,"[""'Project Information Document': 'http://documents.worldbank.org/curated/en/099255012152126357/pdf/Project0Inform0y0Project000P174137.pdf'"", ""'Project Appraisal Document': 'http://documents.worldbank.org/curated/en/099051023165037940/pdf/BOSIB028a0c8a70c908b570ed2aadfbedc8.pdf'"", ""'Loan Agreement': 'http://documents.worldbank.org/curated/en/099062623084510710/pdf/P1741370f2c52a0f50bcf005515319fc9d8.pdf'"", ""'Disbursement Letter': 'http://documents.worldbank.org/curated/en/099062623084538915/pdf/P17413703c55f207f0870c084c050449b44.pdf'"", ""'Minutes': 'http://documents.worldbank.org/curated/en/099072623174017163/pdf/BOSIB0823d6e47052093e2091467ae9d647.pdf'"", ""'Implementation Status and Results Report': 'http://documents.worldbank.org/curated/en/099090323235023192/pdf/P174137007a70103f087ab0eb5b4f991567.pdf'"", ""'Environmental and Social Commitment Plan': 'http://documents.worldbank.org/curated/en/099111023165039342/pdf/P1741370cab8b80eb0b3770b291f0a4ad9a.pdf'"", ""'Procurement Plan': 'http://documents.worldbank.org/curated/en/099010624223528274/pdf/P174137112608c0f8190d81c96156b75c2b.pdf'""]","['Public Administration - Agriculture, Fishing & Forestry', 'Fisheries']","['2023', '2024', '2025', '2026', '2027', '2028', '2029']","['Jingjie Chu', 'Milen F. Dyoulgerov Vollen']"
P174137,Market Development and Infrastructure Support,Philippine Fisheries and Coastal Resiliency Project,"This use case example focuses on enhancing the aquaculture and fisheries sectors through catalytic investments in enterprise development, technical, marketing support, and critical public infrastructure. In the context of bolstering productive, resilient, and effective fisheries and aquaculture value chains, the project team provided technical assistance for enterprise formation, market information platforms, promotional activities, and support for online trading. Furthermore, infrastructure investments supported climate-resilient fisheries, research and regulatory facilities, and commercial service facilities. This multifaceted approach aimed to improve market access, introduce innovative technologies, and facilitate sustainable enterprise growth within fisheries and aquaculture, thus contributing to economic development and environmental sustainability in coastal regions.",Department of Agriculture - Bureau of Fisheries and Aquatic Resources,East Asia and Pacific,Philippines,"[""'Project Information Document': 'http://documents.worldbank.org/curated/en/099255012152126357/pdf/Project0Inform0y0Project000P174137.pdf'"", ""'Project Appraisal Document': 'http://documents.worldbank.org/curated/en/099051023165037940/pdf/BOSIB028a0c8a70c908b570ed2aadfbedc8.pdf'"", ""'Loan Agreement': 'http://documents.worldbank.org/curated/en/099062623084510710/pdf/P1741370f2c52a0f50bcf005515319fc9d8.pdf'"", ""'Disbursement Letter': 'http://documents.worldbank.org/curated/en/099062623084538915/pdf/P17413703c55f207f0870c084c050449b44.pdf'"", ""'Minutes': 'http://documents.worldbank.org/curated/en/099072623174017163/pdf/BOSIB0823d6e47052093e2091467ae9d647.pdf'"", ""'Implementation Status and Results Report': 'http://documents.worldbank.org/curated/en/099090323235023192/pdf/P174137007a70103f087ab0eb5b4f991567.pdf'"", ""'Environmental and Social Commitment Plan': 'http://documents.worldbank.org/curated/en/099111023165039342/pdf/P1741370cab8b80eb0b3770b291f0a4ad9a.pdf'"", ""'Procurement Plan': 'http://documents.worldbank.org/curated/en/099010624223528274/pdf/P174137112608c0f8190d81c96156b75c2b.pdf'""]","['Public Administration - Agriculture, Fishing & Forestry', 'Fisheries']","['2023', '2024', '2025', '2026', '2027', '2028', '2029']","['Jingjie Chu', 'Milen F. Dyoulgerov Vollen']"
